raw_name,status,canonical_id,canonical_name_ko,match_reason,source_files
카발란 디스틸러 리셀레트 싱글 몰트,matched,w084,카발란 디스틸러리 셀렉트,rule,2026-05_dailyshot.csv
카발란 디스틸러 리셀레트 싱글 몰트 700ml,matched,w084,카발란 디스틸러리 셀렉트,rule,2026-05.csv
카발란 디스틸러리 셀렉트,matched,w084,카발란 디스틸러리 셀렉트,rule,whisky-list.csv
카발란 디스틸러리 셀렉트 700ml,matched,w084,카발란 디스틸러리 셀렉트,rule,2026-04.csv
카발란 디스틸러리 셀렉트 No.1,matched,w084,카발란 디스틸러리 셀렉트,rule,2026-05_dailyshot.csv
카발란 디스틸러리 셀렉트 싱글,matched,w084,카발란 디스틸러리 셀렉트,rule,2026-05_dailyshot.csv
카발란 디스틸러리 셀렉트 싱글 700ml,matched,w084,카발란 디스틸러리 셀렉트,rule,2026-05.csv
카발란 디스틸러리 셀렉트 싱글 몰트,matched,w084,카발란 디스틸러리 셀렉트,rule,2026-05_whiskeypick_traders_guwol.csv
카발란 디스틸러리 셀렉트 싱글 몰트 700ml,matched,w084,카발란 디스틸러리 셀렉트,rule,2026-04.csv;2026-05.csv
카발란 디스틸러리 셀렉트 싱글몰트,matched,w084,카발란 디스틸러리 셀렉트,rule,2026-04.csv;2026-05_dailyshot.csv
카발란 디스틸러리 셀렉트 싱글트,matched,w084,카발란 디스틸러리 셀렉트,rule,2026-05_dailyshot.csv
카발란 디스틸러리 셀렉트 싱글트 700ml,matched,w084,카발란 디스틸러리 셀렉트,rule,2026-04.csv
카발란 솔리스트 올로로소 쉐리케스크 700ml 36만9,unmatched,,,,2026-04.csv
칼라일 스카치 위스키 700ml,unmatched,,,,2026-04.csv
커클랜드 런던 드라이진 1L,excluded,,,gin,2026-04.csv
커클랜드 시그니처 꼬약 XO 750ml,excluded,,,cognac,2026-04.csv;2026-05.csv
커클랜드 시그니처 런던 드라이진,excluded,,,gin,2026-03.csv
커클랜드 시그니처 바틀 인본드 버뉴스키,unmatched,,,,2026-05_dailyshot.csv
커클랜드 시그니처 바틀 인본드 버뉴스키 1L,unmatched,,,,2026-03.csv
커클랜드 시그니처꽃 약 XO 750ml,unmatched,,,,2026-04.csv
커티삭 프로이비션,matched,w058,커티삭 프로히비션,rule,2026-05_dailyshot.csv
커티삭 프로이비션 1L,matched,w058,커티삭 프로히비션,rule,2026-05.csv
커티삭 프로이비션 1L9,matched,w058,커티삭 프로히비션,rule,2026-04.csv
커티삭 프로히비션,matched,w058,커티삭 프로히비션,rule,2026-05_whiskeypick_traders_guwol.csv;whisky-list.csv
코발 밀레 위스키,unmatched,,,,2026-05_dailyshot.csv
코발 밀레 위스키 500ml,unmatched,,,,2026-03.csv
코발 싱글배럴 밀레 위스키,unmatched,,,,2026-05_dailyshot.csv
코발라이 위스키,unmatched,,,,2026-05_dailyshot.csv
코발라이 위스키 500ml,unmatched,,,,2026-03.csv
쿠티삭 프로히비션,matched,w058,커티삭 프로히비션,rule,2026-04.csv;2026-05_dailyshot.csv
클라이넬리시 14년,matched,w025,클라이넬리시 14년,rule,2026-04.csv;2026-05_dailyshot.csv;2026-05_whiskeypick_traders_guwol.csv;whisky-list.csv
탈리스마 위스키,matched,w088,탈리스만 9년 포르투기즈 캐스크,rule,2026-05_dailyshot.csv
탈리스마 위스키 1L,matched,w088,탈리스만 9년 포르투기즈 캐스크,rule,2026-04.csv
탈리스만 9년 포르투기즈 캐스크,matched,w088,탈리스만 9년 포르투기즈 캐스크,rule,whisky-list.csv
탈리스만 9년 포르투기즈 캐스크 에디션,matched,w088,탈리스만 9년 포르투기즈 캐스크,rule,2026-05_whiskeypick_traders_guwol.csv
탈리스만 스카치 위스키 700ml,matched,w088,탈리스만 9년 포르투기즈 캐스크,rule,2026-04.csv
탈리스만 위스키,matched,w088,탈리스만 9년 포르투기즈 캐스크,rule,2026-05_dailyshot.csv;2026-05_whiskeypick_traders_guwol.csv
탈리스만 위스키 1L,matched,w088,탈리스만 9년 포르투기즈 캐스크,rule,2026-05.csv
탈리스커,unmatched,,,,2026-05_dailyshot.csv
탈리스커 10년,matched,w032,탈리스커 10년,rule,2026-04.csv;2026-05_dailyshot.csv;2026-05_whiskeypick_traders_guwol.csv;whisky-list.csv
탈리스커 10년 700ml,matched,w032,탈리스커 10년,rule,2026-04.csv;2026-05.csv
탈리스커 10년 700ml 윤관,matched,w032,탈리스커 10년,rule,2026-05.csv
탈리스커 10년 윤관,matched,w032,탈리스커 10년,rule,2026-05_dailyshot.csv
탈리스커 1L,unmatched,,,,2026-04.csv
탈리스커 9년,matched,w033,탈리스커 9년,rule,2026-04.csv;2026-05_dailyshot.csv;whisky-list.csv
탈리스커 더 와일드 블루,unmatched,,,,2026-05_dailyshot.csv
탈리스커 디스틸러스 에디션 700ml,unmatched,,,,2026-04.csv
탈리스커 스톰,unmatched,,,,2026-05_dailyshot.csv
탈리스커 와일더 시즈,matched,w034,탈리스커 와일더 시즈,rule,whisky-list.csv
탈리스커 와일더시 700ml,matched,w034,탈리스커 와일더 시즈,rule,2026-04.csv
탈리스커 와일드 블루,unmatched,,,,2026-04.csv;2026-05_dailyshot.csv;2026-05_whiskeypick_traders_guwol.csv
탈리스커 와일드 블루 700ml,unmatched,,,,2026-04.csv;2026-05.csv
탈리스커 포트리 700ml,unmatched,,,,2026-04.csv
탐두 15년,matched,w016,탐두 15년,rule,2026-05_dailyshot.csv;2026-05_whiskeypick_traders_guwol.csv;whisky-list.csv
탐두 15년 700ml,matched,w016,탐두 15년,rule,2026-05.csv
파이어볼 시나몬 위스키 500ml,excluded,,,liqueur-cinnamon,2026-04.csv
파클라스 15년,unmatched,,,,2026-05_dailyshot.csv
파클라스 15년 700ml,unmatched,,,,2026-04.csv;2026-05.csv
페로네 리몬첼,excluded,,,liqueur-limoncello,2026-05_whiskeypick_traders_guwol.csv
페이머스 그라우스,matched,w054,페이머스 그라우스,rule,2026-05_dailyshot.csv;whisky-list.csv
페이머스 그라우스 1L,matched,w054,페이머스 그라우스,rule,2026-03.csv
페이머스 그라우스 700ml,matched,w054,페이머스 그라우스,rule,2026-04.csv
포 로지스 스몰 배치 셀렉트,matched,w079,포 로지스 스몰배치 셀렉트,rule,2026-05_dailyshot.csv
포 로지스 스몰 배치 셀렉트 750ml,matched,w079,포 로지스 스몰배치 셀렉트,rule,2026-04.csv;2026-05.csv
포 로지스 스몰 배치 셀렉트 750mml,matched,w079,포 로지스 스몰배치 셀렉트,rule,2026-05.csv
포 로지스 스몰배치 셀렉트,matched,w079,포 로지스 스몰배치 셀렉트,rule,2026-05_dailyshot.csv;whisky-list.csv
포 로지스 스몰배치 셀렉트 750ml,matched,w079,포 로지스 스몰배치 셀렉트,rule,2026-05.csv
포 로지스 싱글 베럴,matched,w078,포 로지스 싱글배럴,rule,2026-05_dailyshot.csv
포 로지스 싱글 베럴 750ml,matched,w078,포 로지스 싱글배럴,rule,2026-04.csv;2026-05.csv
포 로지스 싱글배럴,matched,w078,포 로지스 싱글배럴,rule,whisky-list.csv
포로지 지스 싱글 베럴,matched,w078,포 로지스 싱글배럴,rule,2026-05_dailyshot.csv
포로지 지스 싱글 베럴 750ml,matched,w078,포 로지스 싱글배럴,rule,2026-05.csv
포로지스 싱글 베럴,matched,w078,포 로지스 싱글배럴,rule,2026-05_whiskeypick_traders_guwol.csv
피치트리,excluded,,,liqueur-schnapps,2026-05_whiskeypick_traders_guwol.csv
햅번스 초이스 탈리스커 9년,matched,w033,탈리스커 9년,rule,2026-05_dailyshot.csv
호로지스 스몰 배치 셀렉트,matched,w079,포 로지스 스몰배치 셀렉트,rule,2026-05_whiskeypick_traders_guwol.csv
호세코에보 에스페셜 레포사도,excluded,,,tequila,2026-05_whiskeypick_traders_guwol.csv
