위스키명,브랜드,할인가_USD,정상가_USD,할인율_%,누적판매,리뷰수,평점,재고,구매가능,소분류,상품코드,SKU,상품URL
발렌타인 40년 마스터 콜렉션 챕터 2 700ml,발렌타인,9236.5,13195.0,30.0,4,0,0.0,1,Y,1211:블렌디드 위스키,5945875,046131000055,https://www.shilladfs.com/estore/kr/ko/p/5945875
사화40오크 500ml,한국전통술,36.0,45.0,20.0,1,0,0.0,6,Y,1224:한국술,5937620,669331000155,https://www.shilladfs.com/estore/kr/ko/p/5937620
산사춘 진 700ml,한국전통술,19.2,24.0,20.0,0,0,0.0,6,Y,1224:한국술,5933552,669331000148,https://www.shilladfs.com/estore/kr/ko/p/5933552
참이슬후레쉬 200ml*5,한국전통술,5.6,7.0,20.0,0,0,0.0,0,N,1224:한국술,5939238,669331000130,https://www.shilladfs.com/estore/kr/ko/p/5939238
독도소주 37도 500ml,한국전통술,14.85,33.0,55.0,2,0,0.0,6,Y,1224:한국술,5937452,669331000153,https://www.shilladfs.com/estore/kr/ko/p/5937452
덕혼 나파 밸리 카버네 소비뇽 2022 750ml,덕혼,97.85,103.0,5.0,57,0,0.0,6,Y,1221:와인/샴페인,5893058,268331000084,https://www.shilladfs.com/estore/kr/ko/p/5893058
폴존 미투나 750ml,폴 존,126.5,230.0,45.0,20,0,0.0,6,Y,1220:싱글몰트 위스키,5461894,249031000055,https://www.shilladfs.com/estore/kr/ko/p/5461894
다우 30년 숙성 토니 포트 750ml,다우,91.2,152.0,40.0,10,0,0.0,6,Y,1221:와인/샴페인,5812226,268331000076,https://www.shilladfs.com/estore/kr/ko/p/5812226
샤토 무통 로칠드 2014 750ml,5대 샤또,661.96,988.0,33.0,14,0,0.0,0,N,1221:와인/샴페인,5663003,252231000017,https://www.shilladfs.com/estore/kr/ko/p/5663003
샤토 오 브리옹 2012 750ml,5대 샤또,589.6,880.0,33.0,14,0,0.0,0,N,1221:와인/샴페인,5663007,252231000016,https://www.shilladfs.com/estore/kr/ko/p/5663007
샤토 마고 2000 750ml,5대 샤또,1365.0,2100.0,35.0,23,0,0.0,0,N,1221:와인/샴페인,5398979,252231000013,https://www.shilladfs.com/estore/kr/ko/p/5398979
샤토 라피트 로칠드 2020 750ml,5대 샤또,1011.7,1510.0,33.0,10,0,0.0,0,N,1221:와인/샴페인,5264327,252231000010,https://www.shilladfs.com/estore/kr/ko/p/5264327
샤토 라투르 2015 750ml,5대 샤또,923.0,1420.0,35.0,12,0,0.0,0,N,1221:와인/샴페인,5264326,252231000008,https://www.shilladfs.com/estore/kr/ko/p/5264326
샤토 무통 로칠드 2020 750ml,5대 샤또,938.0,1400.0,33.0,7,0,0.0,0,N,1221:와인/샴페인,5264324,252231000005,https://www.shilladfs.com/estore/kr/ko/p/5264324
샤토 마고 2019 750ml,5대 샤또,975.0,1500.0,35.0,13,0,0.0,0,N,1221:와인/샴페인,5264323,252231000004,https://www.shilladfs.com/estore/kr/ko/p/5264323
샤토 마고 2018 750ml,5대 샤또,942.5,1450.0,35.0,8,0,0.0,0,N,1221:와인/샴페인,5264329,252231000003,https://www.shilladfs.com/estore/kr/ko/p/5264329
발렌타인 17년 500ml,발렌타인,63.65,67.0,5.0,73,0,0.0,0,N,1211:블렌디드 위스키,5900539,046131000066,https://www.shilladfs.com/estore/kr/ko/p/5900539
사득주 말띠 54% 518ml,사득주,67.45,71.0,5.0,8,0,0.0,0,N,1216:중국술,5898475,067631000082,https://www.shilladfs.com/estore/kr/ko/p/5898475
Jerez Sherry Cask 1000ml,스페이번,35.28,72.0,51.0,5,0,0.0,6,Y,1220:싱글몰트 위스키,5866023,266531000007,https://www.shilladfs.com/estore/kr/ko/p/5866023
Bordeaux Red Wine Cask 1000ml,스페이번,53.1,59.0,10.0,2,0,0.0,6,Y,1220:싱글몰트 위스키,5866022,266531000006,https://www.shilladfs.com/estore/kr/ko/p/5866022
Balblair 12 Years Old 1000ml,발블레어,39.2,80.0,51.0,5,0,0.0,6,Y,1220:싱글몰트 위스키,5865410,265731000005,https://www.shilladfs.com/estore/kr/ko/p/5865410
시바스리갈 엑스트라 럼 캐스크 셀렉션 1000ml,시바스리갈,55.1,58.0,5.0,3,0,0.0,6,Y,1211:블렌디드 위스키,5897717,110331000037,https://www.shilladfs.com/estore/kr/ko/p/5897717
"가야, 카마르칸다 프로미스 2022 750ml",에노테카,66.5,70.0,5.0,9,0,0.0,0,N,1221:와인/샴페인,5875686,126931000051,https://www.shilladfs.com/estore/kr/ko/p/5875686
펜폴즈 빈28 빈티지 2023 750ml,펜폴즈,55.1,58.0,5.0,17,0,0.0,0,N,1221:와인/샴페인,5819195,195231000066,https://www.shilladfs.com/estore/kr/ko/p/5819195
펜폴즈 빈389 테마틱 2023 750ml,펜폴즈,107.1,119.0,10.0,16,0,0.0,0,N,1221:와인/샴페인,5819194,195231000064,https://www.shilladfs.com/estore/kr/ko/p/5819194
펜폴즈 빈707 빈티지 2023 (2026 LNY) 750ml,펜폴즈,646.0,680.0,5.0,1,0,0.0,0,N,1221:와인/샴페인,5819192,195231000061,https://www.shilladfs.com/estore/kr/ko/p/5819192
펜폴즈 빈707 빈티지 2023 750ml,펜폴즈,646.0,680.0,5.0,4,0,0.0,6,Y,1221:와인/샴페인,5819198,195231000060,https://www.shilladfs.com/estore/kr/ko/p/5819198
펜폴즈 빈600 테마틱 2022 750ml,펜폴즈,71.25,75.0,5.0,1,0,0.0,0,N,1221:와인/샴페인,5819191,195231000059,https://www.shilladfs.com/estore/kr/ko/p/5819191
펜폴즈 FWT585 테마틱 2022 750ml,펜폴즈,114.0,120.0,5.0,2,0,0.0,4,Y,1221:와인/샴페인,5819196,195231000057,https://www.shilladfs.com/estore/kr/ko/p/5819196
Old Pulteney 10 Years Old 1000ml,올드풀트니,56.05,59.0,5.0,4,0,0.0,6,Y,1220:싱글몰트 위스키,5866021,265831000008,https://www.shilladfs.com/estore/kr/ko/p/5866021
루이13 2026 CNY 700ml,루이13,2555.0,3650.0,30.0,5,0,0.0,2,Y,1213:꼬냑,5885910,085131000107,https://www.shilladfs.com/estore/kr/ko/p/5885910
루이13 2025 EOY 700ml,루이13,2555.0,3650.0,30.0,5,0,0.0,2,Y,1213:꼬냑,5885913,085131000106,https://www.shilladfs.com/estore/kr/ko/p/5885913
레미마틴 엑스오 2026 CNY 700ml,레미마틴,233.7,246.0,5.0,12,0,0.0,0,N,1213:꼬냑,5885915,085131000109,https://www.shilladfs.com/estore/kr/ko/p/5885915
레미마틴 엑스오 2025 EOY 700ml,레미마틴,233.7,246.0,5.0,7,0,0.0,0,N,1213:꼬냑,5885914,085131000108,https://www.shilladfs.com/estore/kr/ko/p/5885914
안성배막걸리 500ml,한국전통술,19.2,24.0,20.0,8,0,0.0,6,Y,1224:한국술,5875451,669331000146,https://www.shilladfs.com/estore/kr/ko/p/5875451
백경 15 750ml,한국전통술,73.6,92.0,20.0,3,0,0.0,6,Y,1224:한국술,5866139,669331000144,https://www.shilladfs.com/estore/kr/ko/p/5866139
이강주 혼합2호 375ml*2,한국전통술,37.6,47.0,20.0,4,0,0.0,3,Y,1224:한국술,5866135,669331000138,https://www.shilladfs.com/estore/kr/ko/p/5866135
서울의밤 40 375ml,한국전통술,5.85,13.0,55.0,4,0,0.0,6,Y,1224:한국술,5866132,669331000134,https://www.shilladfs.com/estore/kr/ko/p/5866132
원매 750ml,한국전통술,17.6,22.0,20.0,4,0,0.0,6,Y,1224:한국술,5866120,669331000118,https://www.shilladfs.com/estore/kr/ko/p/5866120
태평3호 400ml*2,한국전통술,73.6,92.0,20.0,4,1,8.0,6,Y,1224:한국술,4430991,669331000112,https://www.shilladfs.com/estore/kr/ko/p/4430991
솔송주와당 700ml,한국전통술,22.05,49.0,55.0,9,0,0.0,6,Y,1224:한국술,5868785,669331000071,https://www.shilladfs.com/estore/kr/ko/p/5868785
한주고려인삼주 1100ml,한국전통술,86.4,108.0,20.0,2,0,0.0,6,Y,1224:한국술,5869245,669331000085,https://www.shilladfs.com/estore/kr/ko/p/5869245
고려홍 2호 450ml*2,한국전통술,53.6,67.0,20.0,4,0,0.0,6,Y,1224:한국술,3774130,669331000078,https://www.shilladfs.com/estore/kr/ko/p/3774130
그랑 패트론 브루데오스 700ml,패트론,418.0,440.0,5.0,29,0,0.0,0,N,1226:스피릿,5886280,122131000020,https://www.shilladfs.com/estore/kr/ko/p/5886280
닷사이 미라이 720ml,닷사이,180.0,180.0,0.0,8,0,0.0,6,Y,1227:기타 주류,5875954,282631000004,https://www.shilladfs.com/estore/kr/ko/p/5875954
델라망 XO 700ml,델라망,188.0,235.0,20.0,8,0,0.0,6,Y,1213:꼬냑,5804876,292831000008,https://www.shilladfs.com/estore/kr/ko/p/5804876
델라망 페일 & 드라이 XO 500ml,델라망,100.0,125.0,20.0,8,0,0.0,6,Y,1213:꼬냑,5804875,292831000007,https://www.shilladfs.com/estore/kr/ko/p/5804875
볼랭저 라 그랑 아네 로제 2015 750ml,볼랭저,239.2,299.0,20.0,43,0,0.0,6,Y,1221:와인/샴페인,5804873,292831000004,https://www.shilladfs.com/estore/kr/ko/p/5804873
CODIGO 1530 REPOSADO 1L,올메카,39.6,72.0,45.0,6,0,0.0,6,Y,1226:스피릿,5866596,132431000008,https://www.shilladfs.com/estore/kr/ko/p/5866596
사득주 중서성현 52% 500ml,사득주,113.05,119.0,5.0,10,0,0.0,6,Y,1216:중국술,5868425,067631000081,https://www.shilladfs.com/estore/kr/ko/p/5868425
사득주 장품10년 52% 500ml,사득주,132.05,139.0,5.0,16,0,0.0,6,Y,1216:중국술,5868424,067631000080,https://www.shilladfs.com/estore/kr/ko/p/5868424
글렌모렌지 12년 어코드 1000ml,글렌모렌지,57.75,77.0,25.0,26,0,0.0,0,N,1220:싱글몰트 위스키,5868420,108631000067,https://www.shilladfs.com/estore/kr/ko/p/5868420
아드벡 스모크트레일즈 배치3 1000ml,아드벡,71.25,95.0,25.0,42,0,0.0,0,N,1220:싱글몰트 위스키,5867964,108631000065,https://www.shilladfs.com/estore/kr/ko/p/5867964
아드벡 10년 1000ml,아드벡,54.0,72.0,25.0,93,0,0.0,0,N,1220:싱글몰트 위스키,5070389,108631000004,https://www.shilladfs.com/estore/kr/ko/p/5070389
류 APEC 리더스 에디션 500ml*2,케이전통주,73.15,77.0,5.0,3,0,0.0,6,Y,1224:한국술,5864438,955331000027,https://www.shilladfs.com/estore/kr/ko/p/5864438
CODIGO 1530 ROSA 1L,올메카,64.6,68.0,5.0,5,0,0.0,6,Y,1226:스피릿,5866594,132431000007,https://www.shilladfs.com/estore/kr/ko/p/5866594
CODIGO 1530 BLANCO 1L,올메카,28.0,56.0,50.0,3,0,0.0,6,Y,1226:스피릿,5866593,132431000006,https://www.shilladfs.com/estore/kr/ko/p/5866593
BLADNOCH 19YO 700ml,블라드녹,227.2,284.0,20.0,196,4,9.5,3,Y,1220:싱글몰트 위스키,5834297,293331000002,https://www.shilladfs.com/estore/kr/ko/p/5834297
Moutai Bulao(마오타이 블라오) 125mlx4,마오타이 블라오,180.5,190.0,5.0,31,0,0.0,6,Y,1216:중국술,5812238,262831000002,https://www.shilladfs.com/estore/kr/ko/p/5812238
내외소주21 500ml,케이전통주,17.1,18.0,5.0,5,0,0.0,6,Y,1224:한국술,5839583,955331000025,https://www.shilladfs.com/estore/kr/ko/p/5839583
몰트락 네버바운드 700ml,몰트락,114.0,120.0,5.0,39,0,0.0,6,Y,1220:싱글몰트 위스키,5845281,111231000053,https://www.shilladfs.com/estore/kr/ko/p/5845281
글렌모렌지 16년 트리뷰트 1000ml,글렌모렌지,74.25,99.0,25.0,51,0,0.0,0,N,1220:싱글몰트 위스키,5843623,108631000069,https://www.shilladfs.com/estore/kr/ko/p/5843623
글렌모렌지 14년 엘레멘타 1000ml,글렌모렌지,67.5,90.0,25.0,36,0,0.0,0,N,1220:싱글몰트 위스키,5843622,108631000068,https://www.shilladfs.com/estore/kr/ko/p/5843622
글렌모렌지 시그넷 700ml,글렌모렌지,178.2,198.0,10.0,686,1,10.0,0,N,1220:싱글몰트 위스키,5843621,108631000063,https://www.shilladfs.com/estore/kr/ko/p/5843621
뵈브 클리코 로제 750ml,뵈브 클리코,48.75,65.0,25.0,134,0,0.0,0,N,1221:와인/샴페인,5843620,108931000108,https://www.shilladfs.com/estore/kr/ko/p/5843620
고려인삼화주 1000ml,케이전통주,82.65,87.0,5.0,10,0,0.0,5,Y,1224:한국술,5717217,955331000023,https://www.shilladfs.com/estore/kr/ko/p/5717217
금산인삼주 23도 375ml,케이전통주,16.15,17.0,5.0,17,0,0.0,6,Y,1224:한국술,5717425,955331000021,https://www.shilladfs.com/estore/kr/ko/p/5717425
문배술 블루 500ml,케이전통주,20.0,40.0,50.0,7,0,0.0,6,Y,1224:한국술,5837732,955331000011,https://www.shilladfs.com/estore/kr/ko/p/5837732
안동소주 부네탈 400ml,케이전통주,31.35,33.0,5.0,14,0,0.0,6,Y,1224:한국술,5717212,955331000009,https://www.shilladfs.com/estore/kr/ko/p/5717212
발베니12년 골든캐스크 IGL 700ml,발베니,48.0,80.0,40.0,164,0,0.0,0,N,1220:싱글몰트 위스키,5815472,112231000049,https://www.shilladfs.com/estore/kr/ko/p/5815472
산토리 우메슈 리치앰버 750ml,산토리,53.2,56.0,5.0,113,0,0.0,0,N,1227:기타 주류,5796198,114131000048,https://www.shilladfs.com/estore/kr/ko/p/5796198
우량예 경전10 52% 500ml,우량예,346.75,365.0,5.0,41,0,0.0,6,Y,1216:중국술,5821968,067631000078,https://www.shilladfs.com/estore/kr/ko/p/5821968
시바스리갈 엑스트라 셰리 캐스크 셀렉션 1000ml,시바스리갈,31.32,58.0,46.0,7,0,0.0,6,Y,1211:블렌디드 위스키,5828032,110331000036,https://www.shilladfs.com/estore/kr/ko/p/5828032
금문 LIQU 플래티늄 드래곤 1000ml,금문고량주,36.0,40.0,10.0,70,0,0.0,0,N,1216:중국술,5819127,290831000002,https://www.shilladfs.com/estore/kr/ko/p/5819127
금문 LIQU 플래티늄 드래곤 500ml*2,금문고량주,37.8,42.0,10.0,61,0,0.0,0,N,1216:중국술,5819126,290831000001,https://www.shilladfs.com/estore/kr/ko/p/5819126
금문 LIQU 금문고량주 58% 600ml,금문고량주,28.8,32.0,10.0,30,0,0.0,0,N,1216:중국술,5819128,290831000003,https://www.shilladfs.com/estore/kr/ko/p/5819128
샤또 퐁테 카네 2021 750ml,샤토 퐁테 카네 ,139.65,147.0,5.0,141,1,10.0,0,N,1221:와인/샴페인,5778062,287231000018,https://www.shilladfs.com/estore/kr/ko/p/5778062
샤또 라퐁 로쉐 2018 750ml,샤토 라퐁 로쉐,73.15,77.0,5.0,78,0,0.0,0,N,1221:와인/샴페인,5778061,287231000017,https://www.shilladfs.com/estore/kr/ko/p/5778061
다우 40년 숙성 토니 포트 750ml,다우,150.0,250.0,40.0,29,0,0.0,6,Y,1221:와인/샴페인,5812225,268331000077,https://www.shilladfs.com/estore/kr/ko/p/5812225
GF LIQU GF19 Aston Martin F1 700ml,글렌피딕,95.7,165.0,42.0,230,0,0.0,0,N,1220:싱글몰트 위스키,5798745,082331000060,https://www.shilladfs.com/estore/kr/ko/p/5798745
GF LIQU GF18 Vat 4 IGL Festive 700ml,글렌피딕,94.25,145.0,35.0,143,0,0.0,0,N,1220:싱글몰트 위스키,5798744,082331000059,https://www.shilladfs.com/estore/kr/ko/p/5798744
헤네시 VSOP 1500ml,헤네시,116.8,146.0,20.0,30,0,0.0,0,N,1213:꼬냑,5411793,086931000111,https://www.shilladfs.com/estore/kr/ko/p/5411793
연태구냥 백년노장 500ml,연태구냥,70.2,135.0,48.0,36,0,0.0,6,Y,1216:중국술,5755420,251331000005,https://www.shilladfs.com/estore/kr/ko/p/5755420
더 바이스 엑스트라 아네호 까베르네 소비뇽 2017 750ml,신세계 L&B,176.7,186.0,5.0,6,0,0.0,6,Y,1221:와인/샴페인,5509118,115331000199,https://www.shilladfs.com/estore/kr/ko/p/5509118
"칸티, 브라케토 핑크 에디션 750ml",신세계 L&B,21.6,24.0,10.0,19,0,0.0,1,Y,1221:와인/샴페인,5264524,115331000189,https://www.shilladfs.com/estore/kr/ko/p/5264524
"칸티, 모스카토 다스티 DOCG 골드에디션 750ml",신세계 L&B,21.6,24.0,10.0,24,0,0.0,0,N,1221:와인/샴페인,5264522,115331000188,https://www.shilladfs.com/estore/kr/ko/p/5264522
말피 진 오렌지 1000ml,몽키 47,24.5,49.0,50.0,4,0,0.0,6,Y,1226:스피릿,5769834,289831000007,https://www.shilladfs.com/estore/kr/ko/p/5769834
키노비 교토 드라이 진 750ml,몽키 47,32.76,63.0,48.0,5,0,0.0,6,Y,1226:스피릿,5769825,289831000003,https://www.shilladfs.com/estore/kr/ko/p/5769825
키노비 세이 교토 드라이 진 700ml,몽키 47,65.55,69.0,5.0,4,0,0.0,6,Y,1226:스피릿,5769832,289831000002,https://www.shilladfs.com/estore/kr/ko/p/5769832
키노비 티 교토 드라이 진 700ml,몽키 47,37.23,73.0,49.0,8,0,0.0,6,Y,1226:스피릿,5769831,289831000001,https://www.shilladfs.com/estore/kr/ko/p/5769831
카미키 인텐스 500ml,카미키,67.2,84.0,20.0,4,0,0.0,6,Y,1211:블렌디드 위스키,5696486,254631000026,https://www.shilladfs.com/estore/kr/ko/p/5696486
Jinzuan Xijiu 500ml,시주,42.75,45.0,5.0,16,1,10.0,0,N,1216:중국술,5770697,284531000008,https://www.shilladfs.com/estore/kr/ko/p/5770697
사일런트풀 메디테라니언 1000ml,발베니,38.28,66.0,42.0,2,0,0.0,6,Y,1226:스피릿,5805564,112231000042,https://www.shilladfs.com/estore/kr/ko/p/5805564
시그나토리 글렌알라키 2009 캐스크 스트렝스 15년 #900864 700ml,시그나토리 빈티지,214.7,226.0,5.0,182,3,8.66666667,0,N,1220:싱글몰트 위스키,5788000,288631000003,https://www.shilladfs.com/estore/kr/ko/p/5788000
REMY MAR LIQU LXIII 50ml,루이13,900.0,900.0,0.0,15,0,0.0,0,N,1213:꼬냑,5804157,085131000072,https://www.shilladfs.com/estore/kr/ko/p/5804157
폴리냑 EIFFEL TOWER VSOP 500ml,폴리냑,58.5,65.0,10.0,14,0,0.0,0,N,1213:꼬냑,5801494,109431000010,https://www.shilladfs.com/estore/kr/ko/p/5801494
피에르 샤니에 상세르 블랑 2023 750ml,와인나라,42.75,45.0,5.0,12,0,0.0,0,N,1221:와인/샴페인,5789358,115431000206,https://www.shilladfs.com/estore/kr/ko/p/5789358
패트론 엑스오 카페 750ml,패트론,54.15,57.0,5.0,27,0,0.0,6,Y,1226:스피릿,5799368,122131000018,https://www.shilladfs.com/estore/kr/ko/p/5799368
"니콜라스 푸이야트, 그랑 크뤼 블랑 드 누아 2015 750ml",니콜라스 푸이야트,88.2,98.0,10.0,40,0,0.0,0,N,1221:와인/샴페인,5663001,273531000007,https://www.shilladfs.com/estore/kr/ko/p/5663001
"니콜라스 푸이야트, 그랑 크뤼 블랑 드 블랑 2015 750ml",니콜라스 푸이야트,88.2,98.0,10.0,38,0,0.0,0,N,1221:와인/샴페인,5663002,273531000006,https://www.shilladfs.com/estore/kr/ko/p/5663002
The Deacon 1L,발렌타인,27.93,49.0,43.0,3,0,0.0,6,Y,1211:블렌디드 위스키,5796123,046131000063,https://www.shilladfs.com/estore/kr/ko/p/5796123
"웰러SR, 버팔로트레이스 듀오팩 (375ml X 2)",버팔로 트레이스,41.44,74.0,44.0,57,0,0.0,6,Y,1211:블렌디드 위스키,5762840,258231000025,https://www.shilladfs.com/estore/kr/ko/p/5762840
엔젤스 엔비 스몰 700ml,듀어스,61.74,98.0,37.0,29,0,0.0,6,Y,1211:블렌디드 위스키,5791018,113531000092,https://www.shilladfs.com/estore/kr/ko/p/5791018
로얄브라클라 24년 익셉셔널 캐스크 CS (올로로소) 700ml,로얄브라클라,629.3,899.0,30.0,160,0,0.0,0,N,1220:싱글몰트 위스키,5791016,113531000088,https://www.shilladfs.com/estore/kr/ko/p/5791016
프라팡 VSOP 700ml,프라팡,48.0,100.0,52.0,6,0,0.0,6,Y,1213:꼬냑,5752515,268331000071,https://www.shilladfs.com/estore/kr/ko/p/5752515
주귀주 내참 500ml,주귀주,133.0,140.0,5.0,25,2,7.0,6,Y,1216:중국술,5782015,067631000076,https://www.shilladfs.com/estore/kr/ko/p/5782015
주귀주 홍단 20 500ml,주귀주,62.7,66.0,5.0,14,0,0.0,6,Y,1216:중국술,5782014,067631000075,https://www.shilladfs.com/estore/kr/ko/p/5782014
"잉크 그레이드, 하웰 마운틴 카베르네 소비뇽 2018 750ml",잉크 그레이드,160.55,169.0,5.0,10,0,0.0,0,N,1221:와인/샴페인,5705515,288831000007,https://www.shilladfs.com/estore/kr/ko/p/5705515
"잉크 그레이드, 안도솔 레드 블렌드 2018 750ml",잉크 그레이드,92.15,97.0,5.0,13,0,0.0,0,N,1221:와인/샴페인,5705514,288831000006,https://www.shilladfs.com/estore/kr/ko/p/5705514
"브렌델, 리저브 카베르네 소비뇽 2019 750ml",브렌델,39.9,42.0,5.0,9,0,0.0,0,N,1221:와인/샴페인,5705513,288831000005,https://www.shilladfs.com/estore/kr/ko/p/5705513
"하이츠 셀라, 로트 C-91 카베르네 소비뇽 2019 750ml",하이츠 셀라,133.0,140.0,5.0,27,0,0.0,0,N,1221:와인/샴페인,5705511,288831000003,https://www.shilladfs.com/estore/kr/ko/p/5705511
"하이츠 셀라, 쿼츠 크릭 빈야드 샤르도네 2021 750ml",하이츠 셀라,100.7,106.0,5.0,29,0,0.0,0,N,1221:와인/샴페인,5705510,288831000002,https://www.shilladfs.com/estore/kr/ko/p/5705510
"하이츠 셀라, 트레일사이드 빈야드 카베르네 소비뇽 2018 750ml",하이츠 셀라,204.25,215.0,5.0,27,0,0.0,0,N,1221:와인/샴페인,5705508,288831000001,https://www.shilladfs.com/estore/kr/ko/p/5705508
아드벡 코리브레칸 700ml,아드벡,83.25,111.0,25.0,231,0,0.0,0,N,1220:싱글몰트 위스키,5786504,108631000057,https://www.shilladfs.com/estore/kr/ko/p/5786504
모엣 & 샹동 그랑 빈티지 750ml,모엣 샹동,65.25,87.0,25.0,68,0,0.0,0,N,1221:와인/샴페인,5786506,108931000123,https://www.shilladfs.com/estore/kr/ko/p/5786506
모엣 & 샹동 리저브 임페리얼 750ml,모엣 샹동,42.0,56.0,25.0,220,2,9.0,0,N,1221:와인/샴페인,5786505,108931000116,https://www.shilladfs.com/estore/kr/ko/p/5786505
헤네시 XO 1000ml,헤네시,264.0,330.0,20.0,300,0,0.0,0,N,1213:꼬냑,5786502,086931000116,https://www.shilladfs.com/estore/kr/ko/p/5786502
타카초 준마이 다이긴조 720ml,조야,32.3,34.0,5.0,39,0,0.0,0,N,1227:기타 주류,5706060,112431000012,https://www.shilladfs.com/estore/kr/ko/p/5706060
더 글렌그란트 30년 700ml,더 글렌그란트,1800.0,2000.0,10.0,15,0,0.0,0,N,1220:싱글몰트 위스키,5783250,257131000010,https://www.shilladfs.com/estore/kr/ko/p/5783250
닷사이 23 팁시 720ml,닷사이,99.0,99.0,0.0,38,0,0.0,0,N,1227:기타 주류,5769250,282631000006,https://www.shilladfs.com/estore/kr/ko/p/5769250
잭다니엘 본디드 라이 1000ml,잭다니엘,45.6,48.0,5.0,24,0,0.0,6,Y,1211:블렌디드 위스키,5712651,114931000067,https://www.shilladfs.com/estore/kr/ko/p/5712651
잭다니엘 본디드 1000ml,잭다니엘,45.6,48.0,5.0,51,0,0.0,6,Y,1211:블렌디드 위스키,5712650,114931000068,https://www.shilladfs.com/estore/kr/ko/p/5712650
레드브레스트 12년 700ml,제임슨,60.8,64.0,5.0,39,0,0.0,6,Y,1211:블렌디드 위스키,5769830,110531000009,https://www.shilladfs.com/estore/kr/ko/p/5769830
레드브레스트 15년 700ml,제임슨,96.9,102.0,5.0,67,0,0.0,1,Y,1211:블렌디드 위스키,5769829,110531000007,https://www.shilladfs.com/estore/kr/ko/p/5769829
화요 광복80주년에디션 750ml,케이전통주,39.9,42.0,5.0,46,2,10.0,0,N,1224:한국술,5750623,955331000024,https://www.shilladfs.com/estore/kr/ko/p/5750623
DALMORE LIQU Fettercairn 50YO 70cl,패터캐른,26235.0,29150.0,10.0,1,0,0.0,1,Y,1220:싱글몰트 위스키,5219287,114431000090,https://www.shilladfs.com/estore/kr/ko/p/5219287
고든앤맥패일 프라이빗컬렉션 링크우드 1981 40년 700ml,고든 앤 맥패일,2009.15,3653.0,45.0,22,0,0.0,1,Y,1220:싱글몰트 위스키,5747995,115431000205,https://www.shilladfs.com/estore/kr/ko/p/5747995
고든앤맥패일 코노세어초이스 스트라스아일라 1985 38년 700ml,고든 앤 맥패일,1943.15,3533.0,45.0,11,0,0.0,1,Y,1220:싱글몰트 위스키,5747994,115431000204,https://www.shilladfs.com/estore/kr/ko/p/5747994
고든앤맥패일 프라이빗컬렉션 스페이번 1977 44년 700ml,고든 앤 맥패일,2773.65,5043.0,45.0,8,0,0.0,0,N,1220:싱글몰트 위스키,5747993,115431000203,https://www.shilladfs.com/estore/kr/ko/p/5747993
고든앤맥패일 코노세어초이스 글렌로지 1988 32년 700ml,고든 앤 맥패일,1434.4,2608.0,45.0,9,0,0.0,1,Y,1220:싱글몰트 위스키,5747992,115431000202,https://www.shilladfs.com/estore/kr/ko/p/5747992
고든앤맥패일 코노세어초이스 하이랜드파크 1987 35년 700ml,고든 앤 맥패일,1437.15,2613.0,45.0,24,0,0.0,1,Y,1220:싱글몰트 위스키,5747991,115431000201,https://www.shilladfs.com/estore/kr/ko/p/5747991
벤리악 40년 700ml,벤리악,3038.0,4900.0,38.0,4,0,0.0,5,Y,1220:싱글몰트 위스키,5757662,114931000051,https://www.shilladfs.com/estore/kr/ko/p/5757662
GF LIQU Glenfiddich 50 Time Series 700ml,글렌피딕,37097.5,52250.0,29.0,10,0,0.0,0,N,1220:싱글몰트 위스키,5188730,082331000050,https://www.shilladfs.com/estore/kr/ko/p/5188730
GF LIQU Glenfiddich 40 700ml,글렌피딕,2907.58,5486.0,47.0,22,0,0.0,1,Y,1220:싱글몰트 위스키,5757402,082331000047,https://www.shilladfs.com/estore/kr/ko/p/5757402
CINCORO TEQUILA 싱코로 아네호 750ml,싱코로,145.35,153.0,5.0,48,0,0.0,1,Y,1226:스피릿,5746938,290031000002,https://www.shilladfs.com/estore/kr/ko/p/5746938
오미로제 연 750ml,케이전통주,36.1,38.0,5.0,4,0,0.0,6,Y,1224:한국술,5748212,955331000018,https://www.shilladfs.com/estore/kr/ko/p/5748212
오미로제 결 750ml,케이전통주,54.0,108.0,50.0,9,0,0.0,6,Y,1224:한국술,5717424,955331000017,https://www.shilladfs.com/estore/kr/ko/p/5717424
고운달43도 500ml,케이전통주,134.9,142.0,5.0,32,0,0.0,0,N,1224:한국술,5717214,955331000014,https://www.shilladfs.com/estore/kr/ko/p/5717214
고운달43도 250ml,케이전통주,83.6,88.0,5.0,34,0,0.0,0,N,1224:한국술,5717422,955331000015,https://www.shilladfs.com/estore/kr/ko/p/5717422
수록시그니쳐 챕터1 700ml,케이전통주,100.7,106.0,5.0,33,0,0.0,0,N,1224:한국술,5717343,955331000001,https://www.shilladfs.com/estore/kr/ko/p/5717343
화요41청사에디션 750ml,케이전통주,34.2,36.0,5.0,123,3,10.0,0,N,1224:한국술,5717211,955331000008,https://www.shilladfs.com/estore/kr/ko/p/5717211
화요200 3종3호 200ml*3,케이전통주,55.1,58.0,5.0,41,0,0.0,6,Y,1224:한국술,5717209,955331000004,https://www.shilladfs.com/estore/kr/ko/p/5717209
