위스키명,브랜드,표시가_USD,마일리지할인율_%,할인가_USD,정상가_USD,할인율_%,누적판매,리뷰수,평점,재고,구매가능,소분류,상품코드,SKU,상품URL
달모어 12년 1000ml,달모어,,,111.15,117.0,5.0,638,9,9.77777778,0,N,1220:싱글몰트 위스키,3612922,114431000003,https://www.shilladfs.com/estore/kr/ko/p/3612922
카발란 마스터 셀렉트 넘버 2 1000ml,카발란,81.0,40.0,108.0,135.0,20.0,121,0,0.0,6,Y,1220:싱글몰트 위스키,5706812,249031000048,https://www.shilladfs.com/estore/kr/ko/p/5706812
Balblair 17 Years Old 700ml,발블레어,97.722,45.0,160.2,178.0,10.0,23,0,0.0,6,Y,1220:싱글몰트 위스키,5865411,265731000007,https://www.shilladfs.com/estore/kr/ko/p/5865411
NEW 올트모어 12년 (올로로소 쉐리) 500ml,올트모어,27.17,48.0,49.4,52.0,5.0,176,1,10.0,6,Y,1220:싱글몰트 위스키,5560832,113531000084,https://www.shilladfs.com/estore/kr/ko/p/5560832
요이치 싱글 몰트 그란데 700ml,닛카 위스키,87.78,20.0,104.5,110.0,5.0,230,1,10.0,6,Y,1220:싱글몰트 위스키,5804866,292531000002,https://www.shilladfs.com/estore/kr/ko/p/5804866
PAUL JOHN UNPEATED 올로로소 700ml,폴 존,103.5,55.0,103.5,230.0,55.0,69,0,0.0,6,Y,1220:싱글몰트 위스키,5461899,249031000056,https://www.shilladfs.com/estore/kr/ko/p/5461899
버팔로 트레이스 버번 위스키 1000ml,버팔로 트레이스,17.669999999999998,41.0,28.5,30.0,5.0,483,1,10.0,6,Y,1211:블렌디드 위스키,5310223,258231000003,https://www.shilladfs.com/estore/kr/ko/p/5310223
탐나불린 1000ml,탐나불린,26.208,53.0,50.4,56.0,10.0,125,0,0.0,6,Y,1220:싱글몰트 위스키,5166845,114431000042,https://www.shilladfs.com/estore/kr/ko/p/5166845
발베니 15년 마데이라 캐스크 빅토 응아이 에디션 700ml,발베니,100.04,39.0,100.04,164.0,39.0,20,0,0.0,6,Y,1220:싱글몰트 위스키,5966607,112231000055,https://www.shilladfs.com/estore/kr/ko/p/5966607
쿠라 클래식 700ml,쿠라,65.0,48.0,100.0,125.0,20.0,10,0,0.0,6,Y,1211:블렌디드 위스키,5157346,254631000010,https://www.shilladfs.com/estore/kr/ko/p/5157346
하이랜드 파크 EAGLE 16년 700ml,하이랜드 파크,65.0,48.0,100.0,125.0,20.0,161,0,0.0,2,Y,1220:싱글몰트 위스키,5145173,112031000020,https://www.shilladfs.com/estore/kr/ko/p/5145173
ABERLOUR SUTHAINN 700ml,발렌타인,49.5,45.0,49.5,90.0,45.0,31,0,0.0,6,Y,1220:싱글몰트 위스키,5663570,046131000059,https://www.shilladfs.com/estore/kr/ko/p/5663570
버팔로 트레이스 이글레어 10년 버번 위스키 750ml,버팔로 트레이스,33.06,43.0,33.06,58.0,43.0,420,0,0.0,6,Y,1211:블렌디드 위스키,5474380,258231000009,https://www.shilladfs.com/estore/kr/ko/p/5474380
뉴리프 8년 버번 750ml,뉴리프,98.0,0.0,98.0,98.0,0.0,137,1,10.0,6,Y,1211:블렌디드 위스키,5917129,295531000003,https://www.shilladfs.com/estore/kr/ko/p/5917129
뉴리프 8년 라이 750ml,뉴리프,98.0,0.0,98.0,98.0,0.0,88,0,0.0,6,Y,1211:블렌디드 위스키,5917042,295531000002,https://www.shilladfs.com/estore/kr/ko/p/5917042
쿨일라 12년 750ml,쿨일라,53.8175,48.0,97.85,103.0,5.0,116,0,0.0,6,Y,1220:싱글몰트 위스키,5082284,111131000010,https://www.shilladfs.com/estore/kr/ko/p/5082284
잭다니엘 FOB Set 250ml,잭다니엘,23.901999999999997,30.0,32.3,34.0,5.0,187,0,0.0,6,Y,1211:블렌디드 위스키,5657679,114931000066,https://www.shilladfs.com/estore/kr/ko/p/5657679
벤로막 12년 캐스크스트렝스 700ml,와인나라,81.396,20.0,96.9,102.0,5.0,333,0,0.0,6,Y,1220:싱글몰트 위스키,5910120,274231000028,https://www.shilladfs.com/estore/kr/ko/p/5910120
레드브레스트 15년 700ml,제임슨,75.58200000000001,26.0,96.9,102.0,5.0,70,0,0.0,0,N,1211:블렌디드 위스키,5769829,110531000007,https://www.shilladfs.com/estore/kr/ko/p/5769829
싱글톤 가든스 오브 어번던스 - 래디언트 스프링 가든 1000ml,싱글톤,31.28,54.0,31.28,68.0,54.0,91,0,0.0,6,Y,1220:싱글몰트 위스키,5478854,111231000044,https://www.shilladfs.com/estore/kr/ko/p/5478854
발렌타인 10년 1000ml,발렌타인,22.88,48.0,22.88,44.0,48.0,65,0,0.0,6,Y,1211:블렌디드 위스키,5269996,046131000052,https://www.shilladfs.com/estore/kr/ko/p/5269996
몽키숄더 1000ml,발베니,29.0,42.0,29.0,50.0,42.0,628,3,10.0,6,Y,1211:블렌디드 위스키,2011674,112231000006,https://www.shilladfs.com/estore/kr/ko/p/2011674
하이랜드 파크 BEAR 1000ml,하이랜드 파크,28.98,54.0,28.98,63.0,54.0,43,0,0.0,0,N,1220:싱글몰트 위스키,5145171,112031000018,https://www.shilladfs.com/estore/kr/ko/p/5145171
잭다니엘 시나트라 셀렉트 1000ml,잭다니엘,122.74,28.0,161.5,170.0,5.0,142,1,10.0,3,Y,1211:Blended Whisky,5070944,114931000006,https://www.shilladfs.com/estore/kr/ko/p/5070944
TAMDHU 14yo Ambar Vintage 2009 700ml,탐두,76.45,45.0,76.45,139.0,45.0,70,0,0.0,6,Y,1220:싱글몰트 위스키,5865403,294531000006,https://www.shilladfs.com/estore/kr/ko/p/5865403
글렌스코시아 Crosshill Loch 1000ml,글렌 스코시아,47.88,50.0,85.5,95.0,10.0,224,5,9.6,0,N,1220:싱글몰트 위스키,5267814,265131000002,https://www.shilladfs.com/estore/kr/ko/p/5267814
뉴리프 싱글배럴 버번 750ml,뉴리프,70.22399999999999,20.0,83.6,88.0,5.0,53,0,0.0,6,Y,1211:블렌디드 위스키,5917130,295531000004,https://www.shilladfs.com/estore/kr/ko/p/5917130
메이커스 마크 케스크 스트랭스 700ml,메이커스마크,44.308,50.0,83.6,88.0,5.0,436,0,0.0,6,Y,1211:블렌디드 위스키,5125106,109831000025,https://www.shilladfs.com/estore/kr/ko/p/5125106
싱글톤 가든스 오브 어번던스 - 이그저틱 스파이스 그로브 1000ml,싱글톤,82.8,54.0,82.8,180.0,54.0,50,0,0.0,6,Y,1220:싱글몰트 위스키,5478785,111231000046,https://www.shilladfs.com/estore/kr/ko/p/5478785
시크릿 스페이사이드 Glen Keith 21년 700ml,글렌리벳,82.8,54.0,82.8,180.0,54.0,308,2,7.0,0,N,1220:싱글몰트 위스키,5065828,110431000024,https://www.shilladfs.com/estore/kr/ko/p/5065828
오켄토션 블러드 오크 1000ml,오켄토션,40.66,62.0,40.66,107.0,62.0,32,0,0.0,6,Y,1220:싱글몰트 위스키,5109734,114231000030,https://www.shilladfs.com/estore/kr/ko/p/5109734
패터캐른 WH 14 700ml,패터캐른,42.120000000000005,53.0,81.0,90.0,10.0,53,3,10.0,6,Y,1220:싱글몰트 위스키,5219290,114431000091,https://www.shilladfs.com/estore/kr/ko/p/5219290
듀어스 16년 1000ml,듀어스,43.605000000000004,49.0,80.75,85.0,5.0,167,0,0.0,6,Y,1211:블렌디드 위스키,5102016,113531000056,https://www.shilladfs.com/estore/kr/ko/p/5102016
시바스 리갈 18년 포이약 와인 캐스크 피니시 1000ml,시바스리갈,91.5705,40.0,145.35,153.0,5.0,59,0,0.0,6,Y,1211:블렌디드 위스키,5616056,110331000035,https://www.shilladfs.com/estore/kr/ko/p/5616056
잭다니엘 골드 700ml,잭다니엘,48.51,51.0,48.51,99.0,51.0,98,0,0.0,6,Y,1211:블렌디드 위스키,3331541,114931000007,https://www.shilladfs.com/estore/kr/ko/p/3331541
고든앤맥패일 디스커버리 오크로이스크 10년 700ml,고든 앤 맥패일,49.6755,40.0,78.85,83.0,5.0,22,0,0.0,6,Y,1220:싱글몰트 위스키,5677221,115431000176,https://www.shilladfs.com/estore/kr/ko/p/5677221
제임슨 Standard 1000ml,제임슨,19.5,50.0,19.5,39.0,50.0,100,1,10.0,6,Y,1211:블렌디드 위스키,5069997,110531000001,https://www.shilladfs.com/estore/kr/ko/p/5069997
아벨라워 아부나흐 700ml,발렌타인,80.5,30.0,80.5,115.0,30.0,197,0,0.0,6,Y,1220:싱글몰트 위스키,5887242,046131000068,https://www.shilladfs.com/estore/kr/ko/p/5887242
쿠라요시 12년 셰리 700ml,마츠이,74.25,45.0,74.25,135.0,45.0,13,0,0.0,6,Y,1211:블렌디드 위스키,5157349,254631000016,https://www.shilladfs.com/estore/kr/ko/p/5157349
로크로몬드 14년 Inchmoan 1000ml,로크 로몬드,44.279999999999994,46.0,73.8,82.0,10.0,117,1,10.0,1,Y,1220:싱글몰트 위스키,5267808,268831000004,https://www.shilladfs.com/estore/kr/ko/p/5267808
페넬로페 프로젝트 X 스페니시 브랜디 750ml,페닐로페,71.2,20.0,71.2,89.0,20.0,48,0,0.0,6,Y,1220:싱글몰트 위스키,5916422,287531000015,https://www.shilladfs.com/estore/kr/ko/p/5916422
메이커스 마크 101 1000ml,메이커스마크,37.259,50.0,70.3,74.0,5.0,262,0,0.0,6,Y,1211:블렌디드 위스키,5285854,109831000020,https://www.shilladfs.com/estore/kr/ko/p/5285854
짐빔 싱글 배럴  750ml,짐빔,20.21,57.0,20.21,47.0,57.0,76,0,0.0,6,Y,1211:블렌디드 위스키,5303267,109831000018,https://www.shilladfs.com/estore/kr/ko/p/5303267
더글라스랭 OP GLENBURGIE 15년 700ml,더글라스랭,68.85,55.0,68.85,153.0,55.0,58,0,0.0,6,Y,1220:싱글몰트 위스키,5228859,265431000004,https://www.shilladfs.com/estore/kr/ko/p/5228859
"웰러SR, 버팔로트레이스 듀오팩 (375ml X 2)",버팔로 트레이스,34.04,54.0,34.04,74.0,54.0,59,0,0.0,6,Y,1211:블렌디드 위스키,5762840,258231000025,https://www.shilladfs.com/estore/kr/ko/p/5762840
브룩라디 Sherry Cask_700ml,브룩라디,,,33.12,69.0,52.0,196,0,0.0,6,Y,1220:싱글몰트 위스키,5386814,085131000084,https://www.shilladfs.com/estore/kr/ko/p/5386814
Old Pulteney 16 Years Old 700ml,올드풀트니,77.52,35.0,114.0,120.0,5.0,39,0,0.0,6,Y,1220:싱글몰트 위스키,5865719,265831000010,https://www.shilladfs.com/estore/kr/ko/p/5865719
뉴리프 바틀인본드 버번 750ml,뉴리프,54.263999999999996,20.0,64.6,68.0,5.0,38,0,0.0,6,Y,1211:블렌디드 위스키,5916570,295531000001,https://www.shilladfs.com/estore/kr/ko/p/5916570
잭다니엘 싱글배럴 100프루프 700ml,잭다니엘,34.884,49.0,64.6,68.0,5.0,495,0,0.0,6,Y,1211:블렌디드 위스키,5429236,114931000058,https://www.shilladfs.com/estore/kr/ko/p/5429236
맥탈라 올드퍼스 케스크 스트랭스 700ml,맥탈라,34.238,50.0,64.6,68.0,5.0,50,0,0.0,6,Y,1220:싱글몰트 위스키,5311921,249031000020,https://www.shilladfs.com/estore/kr/ko/p/5311921
레드브레스트 12년 700ml,제임슨,47.424,26.0,60.8,64.0,5.0,41,0,0.0,6,Y,1211:블렌디드 위스키,5769830,110531000009,https://www.shilladfs.com/estore/kr/ko/p/5769830
발베니 13년 리필 포트캐스크 700ml,발베니,60.0,40.0,60.0,100.0,40.0,342,1,10.0,0,N,1220:싱글몰트 위스키,5834859,112231000050,https://www.shilladfs.com/estore/kr/ko/p/5834859
글렌글라사 12yo 700ml,GLENGLASSAUGH,34.71300000000001,45.0,59.85,63.0,5.0,65,0,0.0,6,Y,1220:싱글몰트 위스키,5534638,114931000061,https://www.shilladfs.com/estore/kr/ko/p/5534638
글렌리벳 TGL TCM DR 1000ml,글렌리벳,44.289,30.0,59.85,63.0,5.0,87,1,10.0,6,Y,1220:싱글몰트 위스키,5081233,110431000017,https://www.shilladfs.com/estore/kr/ko/p/5081233
시크릿 스페이사이드 Caperdonich 18년 Peated 700ml,글렌리벳,59.8,54.0,59.8,130.0,54.0,148,0,0.0,6,Y,1220:싱글몰트 위스키,5065829,110431000020,https://www.shilladfs.com/estore/kr/ko/p/5065829
발베니 클래식 VAP 700ml,발베니,59.59,41.0,59.59,101.0,41.0,174,1,10.0,0,N,1220:싱글몰트 위스키,5516906,112231000039,https://www.shilladfs.com/estore/kr/ko/p/5516906
웰러 스페셜 리저브 375ml,버팔로 트레이스,27.36,43.0,27.36,48.0,43.0,31,0,0.0,6,Y,1211:블렌디드 위스키,5898263,258231000027,https://www.shilladfs.com/estore/kr/ko/p/5898263
글렌모렌지 12년 어코드 1000ml,글렌모렌지,,,57.75,77.0,25.0,29,0,0.0,4,Y,1220:싱글몰트 위스키,5868420,108631000067,https://www.shilladfs.com/estore/kr/ko/p/5868420
글렌스코시아 Campbeltown 1832 1000ml,글렌 스코시아,31.752000000000006,50.0,56.7,63.0,10.0,215,1,8.0,6,Y,1220:싱글몰트 위스키,5267812,265131000001,https://www.shilladfs.com/estore/kr/ko/p/5267812
잭다니엘 아메리칸 싱글몰트 1000ml,잭다니엘,55.2,31.0,55.2,80.0,31.0,187,0,0.0,6,Y,1220:싱글몰트 위스키,5316476,114931000047,https://www.shilladfs.com/estore/kr/ko/p/5316476
시바스리갈 13년 Rum Cask 1000ml,시바스리갈,34.713,40.0,55.1,58.0,5.0,58,1,10.0,6,Y,1211:블렌디드 위스키,5075762,110331000028,https://www.shilladfs.com/estore/kr/ko/p/5075762
TAMDHU Cuatro Reserva 700ml,탐두,53.35,45.0,53.35,97.0,45.0,34,0,0.0,6,Y,1220:싱글몰트 위스키,5865402,294531000005,https://www.shilladfs.com/estore/kr/ko/p/5865402
마츠이 피트 700ml,마츠이,52.25,45.0,52.25,95.0,45.0,20,0,0.0,6,Y,1220:싱글몰트 위스키,5157351,254631000020,https://www.shilladfs.com/estore/kr/ko/p/5157351
탈리스커 써지 700ml,탈리스커,51.66,58.0,51.66,123.0,58.0,174,1,10.0,6,Y,1220:싱글몰트 위스키,5185537,111131000021,https://www.shilladfs.com/estore/kr/ko/p/5185537
페이머스 그라우스 쉐리 1000ml,발베니,17.08,39.0,17.08,28.0,39.0,5,0,0.0,6,Y,1211:블렌디드 위스키,5957379,112231000052,https://www.shilladfs.com/estore/kr/ko/p/5957379
글렌피딕 XX 700ml,글렌피딕,48.76,47.0,48.76,92.0,47.0,252,2,9.0,6,Y,1220:싱글몰트 위스키,5437409,082331000052,https://www.shilladfs.com/estore/kr/ko/p/5437409
글렌피딕 Vat 2 Perpetual Collection1000ML,글렌피딕,47.94,49.0,47.94,94.0,49.0,398,0,0.0,6,Y,1220:싱글몰트 위스키,5105344,082331000044,https://www.shilladfs.com/estore/kr/ko/p/5105344
Old Pulteney 13 Years Old 1000ml,올드풀트니,56.202,35.0,82.65,87.0,5.0,17,0,0.0,6,Y,1220:싱글몰트 위스키,5865718,265831000009,https://www.shilladfs.com/estore/kr/ko/p/5865718
잭다니엘 본디드 1000ml,잭다니엘,26.448000000000004,45.0,45.6,48.0,5.0,52,0,0.0,6,Y,1211:블렌디드 위스키,5712650,114931000068,https://www.shilladfs.com/estore/kr/ko/p/5712650
히노토리 골드오락(그랜다이저) 피트 위스키 700ml,히노토리,45.15,57.0,45.15,105.0,57.0,56,0,0.0,6,Y,1211:블렌디드 위스키,5392882,273831000001,https://www.shilladfs.com/estore/kr/ko/p/5392882
페이머스 그라우스 1000ml,발베니,15.0,40.0,15.0,25.0,40.0,6,0,0.0,6,Y,1211:블렌디드 위스키,5957381,112231000051,https://www.shilladfs.com/estore/kr/ko/p/5957381
글렌모레이 12년 1000ml,글렌모레이,36.252,50.0,68.4,72.0,5.0,34,0,0.0,3,Y,1220:싱글몰트 위스키,5313551,249031000014,https://www.shilladfs.com/estore/kr/ko/p/5313551
카미키 사쿠라 500ml,카미키,42.84,49.0,42.84,84.0,49.0,15,0,0.0,6,Y,1211:블렌디드 위스키,5696485,254631000027,https://www.shilladfs.com/estore/kr/ko/p/5696485
사가모어 Cask Strength Whiskey 750ml,사가모어,42.75,55.0,42.75,95.0,55.0,119,2,10.0,6,Y,1211:블렌디드 위스키,5285449,270431000003,https://www.shilladfs.com/estore/kr/ko/p/5285449
마르스 이와이 트레디션 750ml,마르스,41.5,50.0,41.5,83.0,50.0,24,0,0.0,6,Y,1211:블렌디드 위스키,5157345,254631000007,https://www.shilladfs.com/estore/kr/ko/p/5157345
글렌글라사 포트소이 700ml,GLENGLASSAUGH,40.81,47.0,40.81,77.0,47.0,52,0,0.0,6,Y,1220:싱글몰트 위스키,5534639,114931000063,https://www.shilladfs.com/estore/kr/ko/p/5534639
더 글렌그란트 캐스크 헤이븐 1000ml,더 글렌그란트,39.15,55.0,39.15,87.0,55.0,57,0,0.0,6,Y,1220:싱글몰트 위스키,5173367,257131000001,https://www.shilladfs.com/estore/kr/ko/p/5173367
발렌타인 FINEST 1000ml,발렌타인,13.0,48.0,13.0,25.0,48.0,198,5,9.6,6,Y,1211:블렌디드 위스키,5070257,046131000011,https://www.shilladfs.com/estore/kr/ko/p/5070257
토마틴 16년 700ml,토마틴,38.95,59.0,38.95,95.0,59.0,136,0,0.0,6,Y,1220:싱글몰트 위스키,5310222,270131000003,https://www.shilladfs.com/estore/kr/ko/p/5310222
미클토어 오리지널 700ml,미클토어,38.64,58.0,38.64,92.0,58.0,15,0,0.0,6,Y,1220:싱글몰트 위스키,5418558,275831000003,https://www.shilladfs.com/estore/kr/ko/p/5418558
밀크앤허니 엘리먼츠 피티드 캐스크 700ml,밀크앤허니,37.8,64.0,37.8,105.0,64.0,21,0,0.0,6,Y,1220:싱글몰트 위스키,5248992,266731000003,https://www.shilladfs.com/estore/kr/ko/p/5248992
잭다니엘 젠틀맨 잭 200ml,잭다니엘,8.692499999999999,42.0,14.25,15.0,5.0,77,0,0.0,6,Y,1211:블렌디드 위스키,5088301,114931000030,https://www.shilladfs.com/estore/kr/ko/p/5088301
짐빔 블랙 1000ml,짐빔,19.636499999999998,50.0,37.05,39.0,5.0,162,0,0.0,2,Y,1211:블렌디드 위스키,5070542,109831000003,https://www.shilladfs.com/estore/kr/ko/p/5070542
짐빔 리젠트 버번 700ml,짐빔,30.1,57.0,30.1,70.0,57.0,33,0,0.0,6,Y,1211:블렌디드 위스키,5264871,109831000031,https://www.shilladfs.com/estore/kr/ko/p/5264871
벤리악 Quarter Cask Peated 1000ml,벤리악,34.3,51.0,34.3,70.0,51.0,67,0,0.0,6,Y,1220:싱글몰트 위스키,5303575,114931000041,https://www.shilladfs.com/estore/kr/ko/p/5303575
로크로몬드 Original 1000ml,로크 로몬드,19.979999999999997,46.0,33.3,37.0,10.0,98,1,10.0,6,Y,1220:싱글몰트 위스키,5267809,268831000001,https://www.shilladfs.com/estore/kr/ko/p/5267809
기원 달 700ml,기원 위스키,37.05,35.0,37.05,57.0,35.0,79,0,0.0,6,Y,1220:싱글몰트 위스키,5757509,922031000007,https://www.shilladfs.com/estore/kr/ko/p/5757509
컴파스 박스 Peat Monster 700ml,컴파스 박스,32.34,58.0,32.34,77.0,58.0,38,0,0.0,6,Y,1211:블렌디드 위스키,5229030,263731000002,https://www.shilladfs.com/estore/kr/ko/p/5229030
벤리악 Quarter Cask Classic 1000ml,벤리악,35.910000000000004,49.0,66.5,70.0,5.0,96,0,0.0,6,Y,1220:싱글몰트 위스키,5303577,114931000043,https://www.shilladfs.com/estore/kr/ko/p/5303577
브룩라디 THE LADDIE 8 700ml,브룩라디,,,32.16,67.0,52.0,98,0,0.0,6,Y,1220:싱글몰트 위스키,5100236,085131000028,https://www.shilladfs.com/estore/kr/ko/p/5100236
부쉬밀 쉐리 캐스크 10년 1000ml,부쉬밀,31.5,55.0,31.5,70.0,55.0,150,0,0.0,6,Y,1220:싱글몰트 위스키,5200752,130531000019,https://www.shilladfs.com/estore/kr/ko/p/5200752
아녹 12년 700ml,아녹,31.24,56.0,31.24,71.0,56.0,139,1,10.0,6,Y,1220:싱글몰트 위스키,5248782,266431000001,https://www.shilladfs.com/estore/kr/ko/p/5248782
골드바 위스키 1000ml,골드바 위스키,29.9,54.0,29.9,65.0,54.0,42,0,0.0,6,Y,1211:블렌디드 위스키,5304449,249031000042,https://www.shilladfs.com/estore/kr/ko/p/5304449
에반 윌리엄스 싱글 배럴 750ml,신세계 L&B,29.28,52.0,29.28,61.0,52.0,59,0,0.0,6,Y,1211:블렌디드 위스키,5290609,115331000190,https://www.shilladfs.com/estore/kr/ko/p/5290609
러셀 리저브 라이 6년 750ml,와일드터키,29.0,50.0,29.0,58.0,50.0,68,0,0.0,6,Y,1211:블렌디드 위스키,5789382,257231000010,https://www.shilladfs.com/estore/kr/ko/p/5789382
더글라스랭 TIMOROUS BESTIE 10년 700ml,더글라스랭,28.14,58.0,28.14,67.0,58.0,24,0,0.0,0,N,1220:싱글몰트 위스키,5228858,265431000002,https://www.shilladfs.com/estore/kr/ko/p/5228858
조니워커 레드 1L,조니워커,17.3565,40.0,27.55,29.0,5.0,22,0,0.0,6,Y,1211:블렌디드 위스키,5817684,046331000090,https://www.shilladfs.com/estore/kr/ko/p/5817684
헤븐스도어 Double Barrel Whiskey 750ml,헤븐스도어,26.4,56.0,26.4,60.0,56.0,21,0,0.0,6,Y,1211:블렌디드 위스키,5284792,270331000002,https://www.shilladfs.com/estore/kr/ko/p/5284792
스카라버스 배치 스트랭스 700ml,스카라버스,24.7,62.0,24.7,65.0,62.0,42,0,0.0,6,Y,1220:싱글몰트 위스키,5304437,249031000033,https://www.shilladfs.com/estore/kr/ko/p/5304437
맥탈라 올드퍼스 더 오리지널 700ml,맥탈라,23.65,57.0,23.65,55.0,57.0,24,0,0.0,6,Y,1220:싱글몰트 위스키,5311849,249031000019,https://www.shilladfs.com/estore/kr/ko/p/5311849
잭다니엘 젠틀맨 잭 1000ml,잭다니엘,25.346000000000004,45.0,43.7,46.0,5.0,124,0,0.0,6,Y,1211:블렌디드 위스키,5070934,114931000002,https://www.shilladfs.com/estore/kr/ko/p/5070934
네이키드 몰트 1000ml,발베니,27.0,40.0,27.0,45.0,40.0,21,0,0.0,0,N,1211:블렌디드 위스키,5957380,112231000053,https://www.shilladfs.com/estore/kr/ko/p/5957380
글렌모레이 커티 샥 프라히비션 1000ml,글렌모레이,21.0,58.0,21.0,50.0,58.0,70,0,0.0,6,Y,1211:블렌디드 위스키,5312123,249031000027,https://www.shilladfs.com/estore/kr/ko/p/5312123
와일드터키101 라이 1000ml,와일드터키,20.7,55.0,20.7,46.0,55.0,46,0,0.0,6,Y,1211:블렌디드 위스키,5690489,257231000009,https://www.shilladfs.com/estore/kr/ko/p/5690489
짐빔 블랙 체커팩 1000ml,짐빔,18.72,52.0,18.72,39.0,52.0,5,0,0.0,6,Y,1211:블렌디드 위스키,5394250,109831000032,https://www.shilladfs.com/estore/kr/ko/p/5394250
부쉬밀 오리지널 아이리쉬 위스키 1000ml,부쉬밀,13.5,55.0,13.5,30.0,55.0,41,0,0.0,6,Y,1211:블렌디드 위스키,5200751,130531000017,https://www.shilladfs.com/estore/kr/ko/p/5200751
잭다니엘 블랙 라벨 200ml,잭다니엘,6.612000000000001,45.0,11.4,12.0,5.0,27,0,0.0,6,Y,1211:블렌디드 위스키,5657680,114931000065,https://www.shilladfs.com/estore/kr/ko/p/5657680
잭다니엘 테네시 허니 200ml,잭다니엘,6.156000000000001,49.0,11.4,12.0,5.0,78,0,0.0,6,Y,1211:블렌디드 위스키,5088306,114931000031,https://www.shilladfs.com/estore/kr/ko/p/5088306
시바스리갈 12년 200ml,시바스리갈,7.701649999999999,30.0,10.45,11.0,5.0,70,0,0.0,6,Y,1211:블렌디드 위스키,5070401,110331000006,https://www.shilladfs.com/estore/kr/ko/p/5070401
기원 달 기프트팩 700ml,기원 위스키,45.5,35.0,45.5,70.0,35.0,1,0,0.0,6,Y,1220:싱글몰트 위스키,5969885,922031000010,https://www.shilladfs.com/estore/kr/ko/p/5969885
더 글렌그란트 16년 1000ml,더 글렌그란트,69.0,40.0,92.0,115.0,20.0,0,0,0.0,6,Y,1220:싱글몰트 위스키,5925291,257131000013,https://www.shilladfs.com/estore/kr/ko/p/5925291
더 글렌그란트 13년 1000ml,더 글렌그란트,48.0,40.0,64.0,80.0,20.0,0,0,0.0,6,Y,1220:싱글몰트 위스키,5925290,257131000012,https://www.shilladfs.com/estore/kr/ko/p/5925290
더 글렌그란트 오로라 1000ml,더 글렌그란트,35.400000000000006,40.0,47.2,59.0,20.0,0,0,0.0,6,Y,1220:싱글몰트 위스키,5925292,257131000014,https://www.shilladfs.com/estore/kr/ko/p/5925292
메이커스마크 할리데이 에디션 1000ml,메이커스마크,36.4,35.0,36.4,56.0,35.0,8,0,0.0,6,Y,1211:블렌디드 위스키,5809826,109831000037,https://www.shilladfs.com/estore/kr/ko/p/5809826
더 글렌리벳 40년 700ml,글렌리벳,2860.0,48.0,2860.0,5500.0,48.0,4,0,0.0,0,N,1220:싱글몰트 위스키,5954010,110431000035,https://www.shilladfs.com/estore/kr/ko/p/5954010
퍼컬렌 18년 700ml,퍼컬렌,109.9,30.0,109.9,157.0,30.0,58,0,0.0,4,Y,1220:싱글몰트 위스키,5304448,249031000039,https://www.shilladfs.com/estore/kr/ko/p/5304448
로얄살루트 55년 타임시리즈 700ml,로얄살루트,35525.0,30.0,35525.0,50750.0,30.0,13,0,0.0,1,Y,1211:블렌디드 위스키,5948828,110231000042,https://www.shilladfs.com/estore/kr/ko/p/5948828
로얄살루트 52년 700ml,로얄살루트,21315.0,30.0,21315.0,30450.0,30.0,5,0,0.0,0,N,1211:블렌디드 위스키,5081235,110231000026,https://www.shilladfs.com/estore/kr/ko/p/5081235
시바스리갈 13년 Sherry Cask 1000ml,시바스리갈,34.713,40.0,55.1,58.0,5.0,49,0,0.0,0,N,1211:블렌디드 위스키,5075894,110331000029,https://www.shilladfs.com/estore/kr/ko/p/5075894
더 글렌리벳 트리플 캐스크 머추어드 1000ml,글렌리벳,45.695,30.0,61.75,65.0,5.0,7,0,0.0,6,Y,1220:싱글몰트 위스키,5948829,110431000039,https://www.shilladfs.com/estore/kr/ko/p/5948829
벤리악 50년 1966 700ml,벤리악,20988.0,34.0,20988.0,31800.0,34.0,4,0,0.0,1,Y,1220:싱글몰트 위스키,5948006,114931000060,https://www.shilladfs.com/estore/kr/ko/p/5948006
발렌타인 40년 마스터 콜렉션 챕터 2 700ml,발렌타인,9236.5,30.0,9236.5,13195.0,30.0,7,0,0.0,1,Y,1211:블렌디드 위스키,5945875,046131000055,https://www.shilladfs.com/estore/kr/ko/p/5945875
발렌타인 40년 700ml,발렌타인,9236.5,30.0,9236.5,13195.0,30.0,11,0,0.0,0,N,1211:블렌디드 위스키,5070260,046131000023,https://www.shilladfs.com/estore/kr/ko/p/5070260
폴존 미니어처 세트 50ml*5,폴 존,24.57,30.0,31.5,35.0,10.0,42,0,0.0,0,N,1220:싱글몰트 위스키,5885820,287531000011,https://www.shilladfs.com/estore/kr/ko/p/5885820
글렌피딕 21년 CNY 2026 리미티드 에디션 700ml,글렌피딕,134.64,49.0,134.64,264.0,49.0,75,0,0.0,0,N,1220:싱글몰트 위스키,5904121,082331000063,https://www.shilladfs.com/estore/kr/ko/p/5904121
글렌피딕 18년 벳4 퍼페츄얼 IGL CNY 700ml,글렌피딕,73.95,49.0,73.95,145.0,49.0,76,0,0.0,0,N,1220:싱글몰트 위스키,5904120,082331000062,https://www.shilladfs.com/estore/kr/ko/p/5904120
