제품명,용량ml,신라용량ml,롯데용량ml,신세계용량ml,신라_USD,신라_USD100ml,롯데_USD,롯데_USD100ml,신세계_USD,신세계_USD100ml,최저가_면세점,가격차_USD100ml,가격차_%,국내최저_₩,국내최저_₩100ml,국내최저_소스,국내수집일,면세최저_₩100ml,면세vs국내_%,최저처(면세vs국내),더싼곳,차이_USD100ml,신라상품명,롯데상품명,신세계상품명
조니워커 엑스오디네어 750ml,750,750,750,750,169.25,22.57,169.77,22.64,170.3,22.71,신라,0.14,0.6,,,,,,,,신라,0.07,조니워커 엑스오디네어 750ml,조니워커 엑스오디네어 750ml,조니워커 엑스오디네어 750ml
로얄살루트 21년 해리스 리드 에디션 700ml,700,700,700,700,160.33,22.9,159.38,22.77,160.3,22.9,롯데,0.14,0.6,344000,49143,데일리샷,2026-06-28,33703,31.4,면세,롯데,0.14,로얄살루트 21년 해리스 리드 에디션 700ml,로얄살루트 21년 해리스 리드 에디션 700ml,로얄살루트 21년 해리스 리드 에디션 700ml
조니워커 블루라벨 500ml,500,500,500,500,103.36,20.67,103.68,20.74,104.0,20.8,신라,0.13,0.6,245000,32667,데일리샷,2026-06-28,30595,6.3,면세,신라,0.06,조니워커 블루라벨 500ml,조니워커 블루라벨 500ml,조니워커 블루라벨 500ml
로얄살루트 21년 빈티지 블렌디드 스카치 위스키 700ml,700,700,700,,147.73,21.1,146.85,20.98,,,롯데,0.13,0.6,185000,26429,데일리샷,2026-06-28,31054,-17.5,국내,롯데,0.13,로얄살루트 21년 빈티지 블렌디드 스카치 위스키 700ml,로얄살루트 21년 빈티지 블렌디드 스카치 위스키 700ml,
글렌피딕 XX 700ml,700,700,,700,48.76,6.97,,,47.84,6.83,신세계,0.13,1.9,,,,,,,,,,글렌피딕 XX 700ml,,글렌피딕 XX 700ml
잭다니엘 본디드 라이 1000ml,1000,1000,1000,1000,25.08,2.51,25.48,2.55,26.4,2.64,신라,0.13,5.0,,,,,,,,신라,0.04,잭다니엘 본디드 라이 1000ml,잭다니엘 본디드 라이 1000ml,잭다니엘 본디드 라이 1000ml
발렌타인 30년 700ml,700,,700,700,,,313.79,44.83,312.9,44.7,신세계,0.13,0.3,544000,72533,데일리샷,2026-06-28,66163,8.8,면세,,,,발렌타인 30년 700ml,발렌타인 30년 700ml
조니워커 블루 750ml,750,750,750,750,146.64,19.55,147.09,19.61,147.55,19.67,신라,0.12,0.6,245000,32667,데일리샷,2026-06-28,28937,11.4,면세,신라,0.06,조니워커 블루 750ml,조니워커 블루 라벨 750ml,조니워커 블루라벨 750ml
조니워커 블루 1000ml,1000,1000,1000,1000,195.09,19.51,195.69,19.57,196.3,19.63,신라,0.12,0.6,245000,32667,데일리샷,2026-06-28,28878,11.6,면세,신라,0.06,조니워커 블루 1000ml,조니워커 블루 라벨 1000ml,조니워커 블루라벨 1000ml
뉴리프 싱글배럴 버번 750ml,750,750,,750,66.88,8.92,,,66.0,8.8,신세계,0.12,1.3,,,,,,,,,,뉴리프 싱글배럴 버번 750ml,,뉴리프 싱글배럴 버번 750ml
페이머스 그라우스 1000ml,1000,1000,,1000,15.0,1.5,,,13.75,1.38,신세계,0.12,8.3,24000,2400,데일리샷,2026-06-28,2043,14.9,면세,,,페이머스 그라우스 1000ml,,페이머스 그라우스 1L
발베니 클래식 VAP 700ml,700,700,,700,59.59,8.51,,,60.4,8.63,신라,0.12,1.3,,,,,,,,,,발베니 클래식 VAP 700ml,,발베니 클래식 VAP 700ml
밀크앤허니 클래식 싱글몰트 700ml,700,700,,700,36.52,5.22,,,37.35,5.34,신라,0.12,2.2,84000,12000,데일리샷,2026-06-28,7726,35.6,면세,,,밀크앤허니 클래식 싱글몰트 700ml,,밀크앤허니 클래식 싱글몰트 700ml
글렌피딕 21년 700ml,700,700,,700,139.92,19.99,,,140.71,20.1,신라,0.11,0.6,289000,41286,데일리샷,2026-06-28,29588,28.3,면세,,,글렌피딕 21년 700ml,,글렌피딕 21년 700ml
메이커스 마크 1000ml,1000,1000,,1000,28.2,2.82,,,27.1,2.71,신세계,0.11,3.9,36990,4932,코스트코,2026-07-03,4011,18.7,면세,,,메이커스 마크 1000ml,,메이커스 마크 1000ml
폴 존 피티드 1000ml,1000,1000,,1000,42.0,4.2,,,43.0,4.3,신라,0.1,2.3,,,,,,,,,,폴 존 피티드 1000ml,,폴존 피티드 1000ml
짐빔 블랙 7년 1000ml,1000,1000,1000,1000,18.72,1.87,18.52,1.85,19.5,1.95,롯데,0.1,5.0,,,,,,,,롯데,0.02,짐빔 블랙 7년 1000ml,짐빔 블랙 7년 1000ml,짐빔 블랙 7년 1000ml
잭다니엘 본디드 1000ml,1000,1000,1000,1000,26.45,2.64,25.48,2.55,26.4,2.64,롯데,0.1,3.7,,,,,,,,롯데,0.1,잭다니엘 본디드 1000ml,잭다니엘 본디드 1000ml,잭다니엘 본디드 1000ml
엘리먼츠오브아일라 캐스크에디션 700ml,700,700,,700,36.26,5.18,,,35.55,5.08,신세계,0.1,2.0,,,,,,,,,,엘리먼츠오브아일라 캐스크에디션 700ml,,엘리먼츠오브아일라 캐스크 에디션 700ml
글렌글라사 샌드엔드 700ml,700,700,700,,35.91,5.13,35.28,5.04,,,롯데,0.09,1.8,79800,11400,트레이더스,2026-06-16,7460,34.6,면세,롯데,0.09,글렌글라사 샌드엔드 700ml,글렌글라사 샌드엔드 700ml,
잭다니엘 젠틀맨 잭 1000ml,1000,1000,1000,1000,25.35,2.53,24.42,2.44,25.3,2.53,롯데,0.09,3.7,,,,,,,,롯데,0.09,잭다니엘 젠틀맨 잭 1000ml,잭다니엘 젠틀맨잭 1000ml,잭다니엘 젠틀맨 잭 1000ml
시바스리갈 얼티스 1000ml,1000,,1000,1000,,,163.56,16.36,164.5,16.45,롯데,0.09,0.6,,,,,,,,,,,시바스리갈 얼티스 1000ml,시바스리갈 얼티스 1000ml
브룩라디 21년 700ml,700,700,,700,151.25,21.61,,,151.8,21.69,신라,0.08,0.4,,,,,,,,,,브룩라디 21년 700ml,,브룩라디 21년 700ml
잭다니엘 블랙라벨 1000ml,1000,1000,,1000,18.62,1.86,,,17.9,1.79,신세계,0.07,3.9,,,,,,,,,,잭다니엘 블랙라벨 1000ml,,잭다니엘 블랙라벨 1000ml
글렌글라사 12년 700ml,700,,700,700,,,31.75,4.54,32.22,4.6,롯데,0.07,1.5,79000,11286,데일리샷,2026-06-28,6720,40.5,면세,,,,글렌글라사 12년 700ml,글렌글라사 12년 700ml
잭다니엘 허니 1000ml,1000,1000,1000,,18.95,1.9,19.53,1.95,,,신라,0.06,3.0,57900,5790,코스트코,2026-07-18,2812,51.4,면세,신라,0.06,잭다니엘 허니 1000ml,잭다니엘 허니 1000ml,
더 글렌리벳 19년 700ml,700,700,700,700,91.39,13.06,91.0,13.0,91.0,13.0,롯데/신세계,0.06,0.4,,,,,,,,롯데,0.06,더 글렌리벳 19년 700ml,더 글렌리벳 19년 700ml,더 글렌리벳 19년 700ml
발렌타인 23년 700ml,700,,700,700,,,147.42,21.06,147.0,21.0,신세계,0.06,0.3,,,,,,,,,,,발렌타인 23년 700ml,발렌타인 23년 700ml
글렌피딕 19년 애스턴마틴 F1 700ml,700,,700,700,,,90.75,12.96,91.16,13.02,롯데,0.06,0.4,,,,,,,,,,,글렌피딕 19년 애스턴마틴 F1 700ml,글렌피딕 19년 애스턴마틴 F1 700ml
아벨라워 18년 700ml,700,,700,700,,,150.93,21.56,150.5,21.5,신세계,0.06,0.3,,,,,,,,,,,아벨라워 18년 700ml,아벨라워 18년 700ml
마츠이 미즈나라 캐스크 700ml,700,700,,700,57.0,8.14,,,57.33,8.19,신라,0.05,0.6,,,,,,,,,,마츠이 미즈나라 캐스크 700ml,,마츠이 미즈나라 캐스크 700ml
마츠이 사쿠라 캐스크 700ml,700,700,,700,57.0,8.14,,,57.33,8.19,신라,0.05,0.6,,,,,,,,,,마츠이 사쿠라 캐스크 700ml,,마츠이 사쿠라 캐스크 700ml
발렌타인 21년 700ml,700,,700,700,,,119.34,17.05,119.0,17.0,신세계,0.05,0.3,165000,23571,데일리샷,2026-07-18,25163,-6.8,국내,,,,발렌타인 21년 700ml,발렌타인 21년 700ml
시바스리갈 18년 700ml,700,,700,700,,,61.24,8.75,61.6,8.8,롯데,0.05,0.6,99000,13200,데일리샷,2026-06-28,12951,1.9,면세,,,,시바스리갈 18년 700ml,시바스리갈 18년 700ml
잭다니엘 싱글배럴 배럴스트렝스 700ml,700,,700,700,,,80.37,11.48,80.75,11.54,롯데,0.05,0.5,,,,,,,,,,,잭다니엘 싱글배럴 배럴 스트렝스 700ml,잭다니엘 싱글배럴 배럴스트렝스 700ml
듀어스 더블더블 30년 500ml,500,500,,500,177.65,35.53,,,177.48,35.5,신세계,0.03,0.1,,,,,,,,,,듀어스 더블더블 30년 500ml,,듀어스 더블더블 30년 500ml
아벨라워 아부나흐 700ml,700,700,700,700,80.5,11.5,80.73,11.53,80.5,11.5,신라/신세계,0.03,0.3,148000,21143,데일리샷,2026-07-18,17022,19.5,면세,신라,0.03,아벨라워 아부나흐 700ml,아벨라워 아부나흐 700ml,아벨라워 아부나흐 700ml
미야기쿄 싱글 몰트 그란데 700ml,700,700,,700,87.78,12.54,,,88.0,12.57,신라,0.03,0.3,,,,,,,,,,미야기쿄 싱글 몰트 그란데 700ml,,미야기쿄 싱글 몰트 그란데 700ml
뉴리프 8년 라이 750ml,750,750,,750,78.2,10.43,,,78.4,10.45,신라,0.03,0.3,,,,,,,,,,뉴리프 8년 라이 750ml,,뉴리프 8년 라이 750ml
타케츠루 퓨어 몰트 그란데 700ml,700,700,,700,87.78,12.54,,,88.0,12.57,신라,0.03,0.3,,,,,,,,,,타케츠루 퓨어 몰트 그란데 700ml,,타케츠루 퓨어 몰트 그란데 700ml
뉴리프 8년 버번 750ml,750,750,,750,78.2,10.43,,,78.4,10.45,신라,0.03,0.3,,,,,,,,,,뉴리프 8년 버번 750ml,,뉴리프 8년 버번 750ml
요이치 싱글 몰트 그란데 700ml,700,700,,700,87.78,12.54,,,88.0,12.57,신라,0.03,0.3,,,,,,,,,,요이치 싱글 몰트 그란데 700ml,,요이치 싱글 몰트 그란데 700ml
발렌타인 17년 700ml,700,,700,700,,,65.98,9.43,65.8,9.4,신세계,0.03,0.3,95000,13571,데일리샷,2026-07-18,13913,-2.5,국내,,,,발렌타인 17년 700ml,발렌타인 17년 700ml
시바스리갈 15년 1000ml,1000,,1000,1000,,,57.07,5.71,57.4,5.74,롯데,0.03,0.6,68000,9714,데일리샷,2026-06-28,8452,13.0,면세,,,,시바스리갈 15년 1000ml,시바스리갈 15년 1000ml
듀어스 15년 (New Edition) 1000ml,1000,1000,,1000,32.22,3.22,,,32.0,3.2,신세계,0.02,0.7,59400,8486,트레이더스,2026-07-18,4737,44.2,면세,,,듀어스 15년 (New Edition) 1000ml,,듀어스 15년 뉴 에디션 1000ml
캐나디언 클럽 12년 1000ml,1000,1000,,1000,23.66,2.37,,,23.5,2.35,신세계,0.02,0.7,,,,,,,,,,캐나디언 클럽 12년 1000ml,,캐나디언 클럽 12년 1000ml
글렌글라사 포트소이 700ml,700,700,,700,39.27,5.61,,,39.39,5.63,신라,0.02,0.3,93000,13286,데일리샷,2026-06-28,8304,37.5,면세,,,글렌글라사 포트소이 700ml,,글렌글라사 포트소이 700ml
시바스리갈 13년 셰리 캐스크 1000ml,1000,,1000,1000,,,40.36,4.04,40.6,4.06,롯데,0.02,0.6,,,,,,,,,,,시바스리갈 13년 셰리 캐스크 1000ml,시바스리갈 13년 셰리 캐스크 1000ml
시바스리갈 13년 럼 캐스크 1000ml,1000,,1000,1000,,,40.36,4.04,40.6,4.06,롯데,0.02,0.6,,,,,,,,,,,시바스리갈 13년 럼 캐스크 1000ml,시바스리갈 13년 럼 캐스크 1000ml
짐빔 블랙 1000ml,1000,1000,,1000,19.64,1.96,,,19.5,1.95,신세계,0.01,0.7,38900,5557,데일리샷,2026-06-28,2886,48.1,면세,,,짐빔 블랙 1000ml,,짐빔 블랙 1000ml
듀어스 12년 1000ml,1000,1000,,1000,26.68,2.67,,,26.57,2.66,신세계,0.01,0.4,39900,5700,데일리샷,2026-07-18,3937,30.9,면세,,,듀어스 12년 1000ml,,듀어스 12년 1000ml
발렌타인 10년 1000ml,1000,1000,1000,1000,30.81,3.08,30.88,3.09,30.8,3.08,신세계,0.01,0.3,31980,4569,트레이더스,2026-07-18,4559,0.2,면세,신라,0.01,발렌타인 10년 1000ml,발렌타인 10년 1L,발렌타인 10년 1000ml
카발란 비노바리끄 솔리스트 1000ml,1000,1000,1000,1000,138.0,13.8,138.0,13.8,138.0,13.8,신라/롯데/신세계,0.0,0.0,,,,,,,,동일,0.0,카발란 비노바리끄 솔리스트 1000ml,카발란 비노 바리끄 솔리스트 1000ml,카발란 비노바리끄 솔리스트 1000ml
로얄살루트 21년 700ml,700,700,,700,123.23,17.6,,,123.2,17.6,신세계,0.0,0.0,179800,25686,트레이더스,2026-07-18,26051,-1.4,국내,,,로얄살루트 21년 700ml,,로얄살루트 21년 700ml
카발란 포트 솔리스트 1000ml,1000,1000,1000,1000,130.8,13.08,130.8,13.08,130.8,13.08,신라/롯데/신세계,0.0,0.0,,,,,,,,동일,0.0,카발란 포트 솔리스트 1000ml,카발란 포트 솔리스트 1000ml,카발란 포트 솔리스트 1000ml
카발란 피노 솔리스트 1000ml,1000,1000,,1000,304.0,30.4,,,304.0,30.4,신라/신세계,0.0,0.0,,,,,,,,,,카발란 피노 솔리스트 1000ml,,카발란 피노 솔리스트 1000ml
카발란 올로로소 쉐리 오크 1000ml,1000,1000,1000,1000,103.2,10.32,103.2,10.32,103.2,10.32,신라,0.0,0.0,,,,,,,,신라,0.0,카발란 올로로소 쉐리 오크 1000ml,카발란 올로로소 쉐리오크 1000ml,카발란 올로로소 쉐리 오크 1000ml
NEW 올트모어 25년 (1st Fill 올로로소 쉐리) 500ml,500,500,,500,231.47,46.29,,,231.47,46.29,신라,0.0,0.0,649000,92714,데일리샷,2026-06-28,68517,26.1,면세,,,NEW 올트모어 25년 (1st Fill 올로로소 쉐리) 500ml,,NEW 올트모어 25년 (1st fill 올로로소 쉐리) 500ml
카발란 솔리스트 마데이라 1000ml,1000,1000,1000,1000,187.2,18.72,187.2,18.72,187.2,18.72,신라/롯데/신세계,0.0,0.0,,,,,,,,동일,0.0,카발란 솔리스트 마데이라 1000ml,카발란 솔리스트 마데이라 1000ml,카발란 솔리스트 마데이라 1000ML
로얄살루트 21년 1000ml,1000,1000,,1000,175.74,17.57,,,175.7,17.57,신세계,0.0,0.0,179800,25686,트레이더스,2026-07-18,26006,-1.2,국내,,,로얄살루트 21년 1000ml,,로얄살루트 21년 1000ml
발렌타인 21년 500ml,500,500,,500,84.72,16.94,,,84.7,16.94,신세계,0.0,0.0,165000,23571,데일리샷,2026-07-18,25074,-6.4,국내,,,발렌타인 21년 500ml,,발렌타인 21년 500ml
로얄 브라클라 25년 700ml,700,700,,700,540.0,77.14,,,540.0,77.14,신라/신세계,0.0,0.0,,,,,,,,,,로얄 브라클라 25년 700ml,,로얄브라클라 25년 700ml
브룩라디 블랙아트 사페로 700ml,700,700,700,700,238.0,34.0,238.0,34.0,238.0,34.0,신라/롯데/신세계,0.0,0.0,,,,,,,,동일,0.0,브룩라디 블랙아트 사페로 700ml,브룩라디 블랙아트 사페로 700ml,브룩라디 블랙아트 사페로 700ml
발렌타인 21년 아티스트 에디션 5 700ml,700,700,,700,116.93,16.7,,,116.9,16.7,신세계,0.0,0.0,184000,26286,데일리샷,2026-06-28,24719,6.0,면세,,,발렌타인 21년 아티스트 에디션 5 700ml,,발렌타인 21년 아티스트 에디션 5 700ml
NEW 올트모어 18년 (마데이라) 500ml,500,500,,500,65.31,13.06,,,65.31,13.06,신세계,0.0,0.0,178000,25429,데일리샷,2026-06-28,19331,24.0,면세,,,NEW 올트모어 18년 (마데이라) 500ml,,NEW 올트모어 18년 (마데이라) 500ml
히비키 마스터즈 셀렉트 스페셜 에디션 700ml,700,700,700,700,238.0,34.0,238.0,34.0,238.0,34.0,신라/롯데/신세계,0.0,0.0,,,,,,,,동일,0.0,히비키 마스터즈 셀렉트 스페셜 에디션 700ml,히비키 마스터즈 셀렉트 스페셜 에디션 700ml,히비키 마스터즈 셀렉트 스페셜 에디션 700ml
산토리 야마자키 코게이 700ml,700,700,,700,230.0,32.86,,,230.0,32.86,신라/신세계,0.0,0.0,,,,,,,,,,산토리 야마자키 코게이 700ml,,산토리 야마자키 코게이 700ml
카발란 마스터 셀렉트 넘버 1 1000ml,1000,1000,,1000,81.0,8.1,,,81.0,8.1,신라/신세계,0.0,0.0,,,,,,,,,,카발란 마스터 셀렉트 넘버 1 1000ml,,카발란 마스터 셀렉트 넘버 1 1000ml
글렌모렌지 12년 어코드 1000ml,1000,1000,1000,1000,57.75,5.78,57.75,5.78,57.75,5.78,신라/롯데/신세계,0.0,0.0,66000,9429,데일리샷,2026-07-18,8555,9.3,면세,동일,0.0,글렌모렌지 12년 어코드 1000ml,글렌모렌지 12년 어코드 1000ml,글렌모렌지 12년 어코드 1000ml
달모어 12년 1000ml,1000,1000,,1000,111.15,11.12,,,111.15,11.12,신라/신세계,0.0,0.0,99000,14143,데일리샷,2026-07-18,16459,-16.4,국내,,,달모어 12년 1000ml,,달모어 12년 1000ml
카발란 마스터 셀렉트 넘버 2 1000ml,1000,1000,,1000,81.0,8.1,,,81.0,8.1,신라/신세계,0.0,0.0,,,,,,,,,,카발란 마스터 셀렉트 넘버 2 1000ml,,카발란 마스터 셀렉트 넘버 2 1000ml
카발란 클래식 1000ml,1000,1000,1000,1000,65.4,6.54,65.4,6.54,65.4,6.54,신라/롯데/신세계,0.0,0.0,,,,,,,,동일,0.0,카발란 클래식 1000ml,카발란 클래식 1000ml,카발란 클래식 1000ml
카발란 콘서트마스터 1000ml,1000,1000,1000,1000,52.8,5.28,52.8,5.28,52.8,5.28,신라/롯데/신세계,0.0,0.0,,,,,,,,동일,0.0,카발란 콘서트마스터 1000ml,카발란 콘서트마스터 1000ml,카발란 콘서트마스터 1000ml
뉴리프 바틀인본드 버번 750ml,750,750,,750,51.03,6.8,,,51.0,6.8,신세계,0.0,0.1,,,,,,,,,,뉴리프 바틀인본드 버번 750ml,,뉴리프 바틀인본드 버번 750ml
글렌데브론 20년 1000ml,1000,1000,,1000,63.5,6.35,,,63.5,6.35,신라/신세계,0.0,0.0,,,,,,,,,,글렌데브론 20년 1000ml,,글렌데브론 20년 1000ml
시바스리갈 12년 1000ml,1000,1000,,1000,33.61,3.36,,,33.6,3.36,신세계,0.0,0.0,39500,5643,데일리샷,2026-07-18,4973,11.9,면세,,,시바스리갈 12년 1000ml,,시바스리갈 12년 1000ml
부쉬밀 오리지널 아이리쉬 위스키 1000ml,1000,1000,1000,,13.5,1.35,13.5,1.35,,,신라/롯데,0.0,0.0,,,,,,,,동일,0.0,부쉬밀 오리지널 아이리쉬 위스키 1000ml,부쉬밀 오리지널 아이리쉬 위스키 1000ml,
NEW 올트모어 12년 (올로로소 쉐리) 500ml,500,500,,500,27.17,5.43,,,27.17,5.43,신라/신세계,0.0,0.0,73500,10500,데일리샷,2026-06-28,8037,23.5,면세,,,NEW 올트모어 12년 (올로로소 쉐리) 500ml,,NEW 올트모어 12년 (올로로소 쉐리) 500ml
로얄브라클라 24년 익셉셔널 캐스크 CS (올로로소) 700ml,700,700,,700,629.3,89.9,,,629.3,89.9,신라/신세계,0.0,0.0,,,,,,,,,,로얄브라클라 24년 익셉셔널 캐스크 CS (올로로소) 700ml,,로얄브라클라 24년 익셉셔널 캐스크 CS (올로로소) 700ml
아드벡 코리브레칸 700ml,700,700,700,700,83.25,11.89,83.25,11.89,83.25,11.89,신라/롯데/신세계,0.0,0.0,,,,,,,,동일,0.0,아드벡 코리브레칸 700ml,아드벡 코리브레칸 700ml,아드벡 코리브레칸 700ml
NEW 올트모어 21년 (깔바도스) 500ml,500,500,,500,103.98,20.8,,,103.98,20.8,신라,0.0,0.0,242000,34571,데일리샷,2026-06-28,30787,10.9,면세,,,NEW 올트모어 21년 (깔바도스) 500ml,,NEW 올트모어 21년 (깔바도스) 500ml
달모어 40년 2024년 에디션 700ml,700,700,700,700,14440.0,2062.86,14440.0,2062.86,14440.0,2062.86,신라/롯데/신세계,0.0,0.0,,,,,,,,동일,0.0,달모어 40년 2024년 에디션 700ml,달모어 40년 700ml,달모어 40년 2024년 에디션 700ml
달모어 45년 700ml,700,700,700,700,23512.5,3358.93,23512.5,3358.93,23512.5,3358.93,신라/롯데/신세계,0.0,0.0,40000000,5714286,데일리샷,2026-06-28,4971747,13.0,면세,동일,0.0,달모어 45년 700ml,달모어 45년 700ml,달모어 45년 2024년 에디션 700ml
달모어 컨스텔레이션 1991 캐스크 27 700ml,700,700,,700,5633.5,804.79,,,5633.5,804.79,신라/신세계,0.0,0.0,,,,,,,,,,달모어 컨스텔레이션 1991 캐스크 27 700ml,,달모어 컨스텔레이션 1991 캐스크 27 700ml
달모어 20년 700ml,700,700,700,700,641.25,91.61,641.25,91.61,641.25,91.61,신라/롯데/신세계,0.0,0.0,789000,112714,데일리샷,2026-06-28,135597,-20.3,국내,동일,0.0,달모어 20년 700ml,달모어 20년 700ml,달모어 20년 700ml
달모어 28년 700ml,700,700,700,700,4322.5,617.5,4322.5,617.5,4322.5,617.5,신라/롯데/신세계,0.0,0.0,,,,,,,,동일,0.0,달모어 28년 700ml,달모어 28년 700ml,달모어 28년 700ml
달모어 루미너리 No.2 700ml,700,700,,700,332.5,47.5,,,332.5,47.5,신라/신세계,0.0,0.0,,,,,,,,,,달모어 루미너리 No.2 700ml,,달모어 루미나리 No.2 700ml
글렌모렌지 오리지널 1000ml,1000,1000,1000,1000,39.0,3.9,39.0,3.9,39.0,3.9,신라/롯데/신세계,0.0,0.0,,,,,,,,동일,0.0,글렌모렌지 오리지널 1000ml,글렌모렌지 오리지널 1000ml,글렌모렌지 오리지널 1000ml
달모어 18년 2024년 에디션 700ml,700,700,,700,332.5,47.5,,,332.5,47.5,신라/신세계,0.0,0.0,499000,71286,데일리샷,2026-06-28,70308,1.4,면세,,,달모어 18년 2024년 에디션 700ml,,달모어 18년 2024년 에디션 700ml
달모어 콰르텟 1000ml,1000,1000,,1000,127.3,12.73,,,127.3,12.73,신라/신세계,0.0,0.0,,,,,,,,,,달모어 콰르텟 1000ml,,달모어 콰르텟 1000ml
니카 테일러드 700ml,700,700,,700,81.0,11.57,,,81.0,11.57,신라/신세계,0.0,0.0,,,,,,,,,,니카 테일러드 700ml,,니카 테일러드 700ml
달모어 2008 빈티지 700ml,700,700,,700,213.75,30.54,,,213.75,30.54,신라/신세계,0.0,0.0,,,,,,,,,,달모어 2008 빈티지 700ml,,달모어 2008 빈티지 700ml
달모어 40년 700ML,700,700,,700,14440.0,2062.86,,,14440.0,2062.86,신라/신세계,0.0,0.0,31500000,4500000,데일리샷,2026-06-28,3053359,32.1,면세,,,달모어 40년 700ML,,달모어 40년 700ml
달모어 트리오 1000ml,1000,1000,,1000,99.75,9.98,,,99.75,9.98,신라/신세계,0.0,0.0,205000,20500,데일리샷,2026-06-28,14772,27.9,면세,,,달모어 트리오 1000ml,,달모어 트리오 1000ml
달모어 시가 몰트 1000ml,1000,1000,,1000,173.85,17.39,,,173.85,17.39,신라/신세계,0.0,0.0,205000,29286,데일리샷,2026-06-28,25740,12.1,면세,,,달모어 시가 몰트 1000ml,,달모어 시가몰트 1000ml
달모어 15년 1000ml,1000,1000,1000,1000,174.8,17.48,174.8,17.48,174.8,17.48,신라/롯데/신세계,0.0,0.0,229000,32714,데일리샷,2026-06-28,25873,20.9,면세,동일,0.0,달모어 15년 1000ml,달모어 15년 1L,달모어 15년 1000ml
브룩라디 옥토모어 15.2 700ml,700,,700,700,,,190.0,27.14,190.0,27.14,롯데/신세계,0.0,0.0,,,,,,,,,,,브룩라디 옥토모어 15.2 700ML,브룩라디 옥토모어 15.2 700ml
브룩라디 옥토모어 16.1 700ml,700,,700,700,,,167.0,23.86,167.0,23.86,롯데/신세계,0.0,0.0,,,,,,,,,,,브룩라디 옥토모어 16.1 700ML,브룩라디 옥토모어 16.1 700ml
카발란 EX 버번 솔리스트 1000ml,1000,,1000,1000,,,92.4,9.24,92.4,9.24,롯데/신세계,0.0,0.0,,,,,,,,,,,카발란 EX-버번 솔리스트 1000ml,카발란 EX 버번 솔리스트 1000ml
발베니 21 포트우드 700ml,700,,700,700,,,288.0,41.14,288.0,41.14,롯데/신세계,0.0,0.0,,,,,,,,,,,발베니 21 포트우드 700ml,발베니 21 포트우드 700ml
브룩라디 옥토모어 16.3 700ml,700,,700,700,,,230.0,32.86,230.0,32.86,롯데/신세계,0.0,0.0,,,,,,,,,,,브룩라디 옥토모어 16.3 700ml,브룩라디 옥토모어 16.3 700ml
브룩라디 옥토모어 14.3 700ml,700,,700,700,,,230.0,32.86,230.0,32.86,롯데/신세계,0.0,0.0,,,,,,,,,,,브룩라디 옥토모어 14.3 700ML,브룩라디 옥토모어 14.3 700ml
[면세한정]달모어 16년 PX 쉐리캐스크 700ml,700,,700,700,,,156.75,22.39,156.75,22.39,롯데/신세계,0.0,0.0,,,,,,,,,,,[면세한정] 달모어 16년 PX 쉐리캐스크 700ml,[면세한정]달모어 16년 PX 쉐리캐스크 700ml
[면세한정] 달모어 19년 PX 쉐리캐스크 700ml,700,,700,700,,,332.5,47.5,332.5,47.5,롯데/신세계,0.0,0.0,,,,,,,,,,,[면세한정] 달모어 19년 PX 쉐리캐스크 700ml,[면세한정] 달모어 19년 PX 쉐리캐스크 700ml
달모어 포트폴리오 시리즈2 2007 700ml,700,,700,700,,,883.5,126.21,883.5,126.21,롯데/신세계,0.0,0.0,,,,,,,,,,,달모어 포트폴리오 시리즈2 2007 700ml,달모어 포트폴리오 시리즈2 2007 700ml
발렌타인 파이니스트 1000ml,1000,,1000,1000,,,17.55,1.75,17.5,1.75,신세계,0.0,0.3,26000,2600,데일리샷,2026-06-28,2590,0.4,면세,,,,발렌타인 파이니스트 1000ml,발렌타인 파이니스트 1000ml
달모어 킹 알렉산더 3세 TRX 700ml,700,,700,700,,,297.35,42.48,297.35,42.48,롯데/신세계,0.0,0.0,369000,52714,데일리샷,2026-06-28,62877,-19.3,국내,,,,달모어 킹알렉산더 3세 TRX 700ml,달모어 킹 알렉산더 3세 TRX 700ml
달모어 포트폴리오 시리즈1 2015 700ml,700,,700,700,,,593.75,84.82,593.75,84.82,롯데/신세계,0.0,0.0,,,,,,,,,,,달모어 포트폴리오 시리즈1 2015 700ml,달모어 포트폴리오 시리즈1 2015 700ml
달모어 포트폴리오 시리즈3 2004 700ml,700,,700,700,,,1187.5,169.64,1187.5,169.64,롯데/신세계,0.0,0.0,,,,,,,,,,,달모어 포트폴리오 시리즈3 2004 700ml,달모어 포트폴리오 시리즈3 2004 700ml
[면세한정] 달모어 13년 PX 쉐리캐스크 700ml,700,,700,700,,,76.0,10.86,76.0,10.86,롯데/신세계,0.0,0.0,,,,,,,,,,,[면세한정] 달모어 13년 PX 쉐리캐스크 700ml,[면세한정] 달모어 13년 PX 쉐리캐스크 700ml
