역,식당명,rid,카테고리,대분류,1인_아낌,1인_표준,1인_넉넉,confidence,lat,lng,메뉴수,근거,정규화내역
강남역,육품 강남본점,sDfpSDjk6LgQ,"고깃집, 이베리코목살",고기,27000,28000,29300,보통,37.5002943,127.0276844,15,"인당 정규화(고기): 메인 8종 1인가 중앙값 18,700원 ×1.5인분 = 28,000원","껍데기 항정살 22,000원/인 | 이베리코목살 21,000원/인 | 720시간 숙성삼겹살 170g 18,000원(170g)→1인180g = 19,100/인 | 고추장 육회 19,000원/인 | 육품돼지한모듬 510g 52,000원(510g)→1인180g = 18,400/인 | 육품돼지스페셜720g 72,000원(720g)→1인180g = 18,000/인 | 720시간 숙성 제주한돈 목살 18,000원/인 | 통돼지김치찌개 10,000원/인"
강남역,광복집 역삼본점,Y4etg8yjeW0Z,"뭉티기, 한우",고기,59800,70200,100100,보통,37.500426,127.0327622,146,"인당 정규화(고기): 메인 127종 1인가 중앙값 46,800원 ×1.5인분 = 70,200원","Size up 북해도 우니 초특상(100g) 240,000원(100g)→1인180g = 432,000/인 | [국내최초]프리미엄 모듬육사시미(5가지부위 선택)(125g씩 합625g) 209,000원(125g)→1인180g = 301,000/인 | [Best]광복집 주인장 추천(특대(뭉370+차80+살치6)) 209,000원/인 | [Best]광복집 주인장 추천(대(뭉280+차70+살치5)) 169,000원/인 | [Best]광복집 주인장 추천(중(뭉190+차60+살치4)) 129,000원/인 | [국내최초]프리미엄 모듬육사시미(5가지부위 선택)(75g씩 합375g) 129,000원/인 | Size up 북해도 우니 초특상(50g) 125,000원/인 | (Zero)한우 암소'육회'모듬육(대 육400 차돌50 살치5p) 112,000원/인 | 차돌양지오드레기 내장볶음(140g140g120g합400g) 85,000원(140g)→1인180g = 109,300/인 | 차돌양지오드레기 내장볶음(110g110g90g합310g) 65,000원(110g)→1인180g = 106,400/인 | 육회와우니(육회150g+우니30g)(육회혼술+우니) 78,000원(150g)→1인180g = 93,600/인 | (Zero)한우 암소'육회'모듬육(육300 차돌 50 살치4p) 92,000원/인 | [Best]광복집 주인장 추천(소(뭉100+차50+살치3)) 89,000원/인 | [국내최초]프리미엄 모듬육사시미(5가지부위 선택)(50g씩 합250g) 89,000원/인 | 차돌오드래기(대 오드레기 200 치돌양지200) 79,000원/인 | Size up 북해도 우니 초특상(30g) 79,000원/인"
강남역,중식당 표량,dqLGfDQzG6o5,중식,중식,34500,42000,60000,보통,37.4953495,127.0248019,19,"인당 정규화(중식): 메인 19종 1인가 중앙값 42,000원 = 42,000원","통전복전가복 75,000원/인 | 몽골리안비프S 60,000원/인 | 팔보라조 60,000원/인 | 흑후추마늘안심S 60,000원/인 | 대파소고기안심S 60,000원/인 | 송이소고기안심S 60,000원/인 | 어향가지새우와꽃빵 55,000원/인 | 오향장우육 55,000원/인 | 어향동고 S 55,000원/인 | 유산슬 S 42,000원/인 | 사천식라즈지 39,000원/인 | 깐풍기 39,000원/인 | 표량고추유림기 39,000원/인 | 사천식닭날개마늘튀김 39,000원/인 | 새우바게트샐러드(멘보샤) 30,000원/인 | 특선해물짬뽕탕 30,000원/인"
강남역,라무진 강남역점,oiWxH0OLfsUr,"양갈비, 양고기",고기,48800,49500,50200,낮음(메뉴적음),37.4968349,127.0310391,5,"인당 정규화(고기): 메인 2종 1인가 중앙값 33,000원 ×1.5인분 = 49,500원","양갈비 34,000원/인 | 양고기 32,000원/인"
강남역,더막창스,dAau1voMXHoC,"막창, 곱창",고기,26200,28500,29600,보통,37.5009217,127.0250411,20,"인당 정규화(고기): 메인 10종 1인가 중앙값 19,000원 ×1.5인분 = 28,500원","양,소곱창전골 45,000원/인 | 한우육회 30,000원/인 | 양념 소갈비살 20,000원/인 | 한우곱창 19,000원/인 | 한우대창 19,000원/인 | 소갈비살 19,000원/인 | 소막창 19,000원/인 | 대구막창 17,000원/인 | 불양념막창 17,000원/인 | 한돈삼겹살 17,000원/인"
강남역,검탄소,xZPSKJdc1lGb,"한우, 정육점식당",고기,72700,83700,87800,보통,37.4931101,127.0309498,8,"인당 정규화(고기): 메인 6종 1인가 중앙값 55,800원 ×1.5인분 = 83,700원","한우안창살 (100g) 48,000원(100g)→1인180g = 86,400/인 | 한우채끝살 (100g) 33,000원(100g)→1인180g = 59,400/인 | 한우안심살(100g) 31,000원(100g)→1인180g = 55,800/인 | 한우눈꽃등심(100g) 31,000원(100g)→1인180g = 55,800/인 | 살치살 46,000원/인 | 갈비살 28,000원/인"
강남역,스터번,SvkSOhD24PJn,"스테이크, 드라이에이징스테이크",웨스턴(양식),95000,95000,95000,낮음(인원표기 적음),37.499873,127.0304806,3,"인당(인원표기 평균, 웨스턴(양식)): 인원수 적힌 메뉴 1종 ÷인원 평균 = 95,000원","[디너] 테이스팅 쉐어 6코스(2인) 190,000원 ÷2인 = 95,000/인"
강남역,대진도원참치 강남역점,FOQFk11Mq9D0,"참치, 참치무한리필",물고기·해산물,45000,47700,50400,낮음(인원표기 적음),37.4988646,127.0296469,46,"인당(인원표기 평균, 물고기·해산물): 인원수 적힌 메뉴 2종 ÷인원 평균 = 47,700원","도원B(2인세트) 100,900원 ÷2인 = 50,400/인 | 도원A(2인세트) 89,900원 ÷2인 = 45,000/인"
강남역,나주곰탕,IjSqiOZtpVzF,"곰탕, 수육",한식·기타,12000,16000,21200,보통,37.501148,127.035028,14,"인당 정규화(한식·기타): 메인 14종 1인가 중앙값 16,000원 = 16,000원","매운 갈비찜 50,000원/인 | 수육 40,000원/인 | 나주한우생불고기(오후1시이후 주문가능) 22,000원/인 | 꼬리곰탕 22,000원/인 | 도가니탕 19,000원/인 | 전복곰탕 19,000원/인 | 곰탕세트 18,000원/인 | 특곰탕 14,000원/인 | 육회비빔밥 14,000원/인 | 얼큰곰탕 12,000원/인 | 얼큰만두국 12,000원/인 | 나주곰탕 11,000원/인 | 곰탕만두국 11,000원/인 | 장터국밥 11,000원/인"
강남역,국밥쟁이 강남역점,KnR9NCS3M8WG,"국밥, 국밥집",한식·기타,4300,4600,5000,낮음(인원표기 적음),37.4985008,127.0264291,17,"인당(인원표기 평균, 한식·기타): 인원수 적힌 메뉴 2종 ÷인원 평균 = 4,600원","가성비최고 비조리3인분[나주곰탕](비조리3인분) 14,900원 ÷3인 = 5,000/인 | 가성비최고 비조리3인분[돼지수육국밥](비조리3인분) 12,900원 ÷3인 = 4,300/인"
강남역,우탭 강남점,cID3uuyvTVKT,"한우, 소고기",고기,38600,62300,106200,보통,37.49593,127.0275179,18,"인당 정규화(고기): 메인 14종 1인가 중앙값 41,500원 ×1.5인분 = 62,300원","안창살 (130g) 75,000원(130g)→1인180g = 103,800/인 | 살치살 (130g) 65,000원(130g)→1인180g = 90,000/인 | 프리미엄 모둠 (150g) 61,000원(150g)→1인180g = 73,200/인 | 특등심 (150g) 59,000원(150g)→1인180g = 70,800/인 | 특안심 (150g) 59,000원(150g)→1인180g = 70,800/인 | 우탭 모둠 (150g) 49,000원(150g)→1인180g = 58,800/인 | 특안심 세트 43,000원/인 | 생갈비 모둠 (400g) 89,000원(400g)→1인180g = 40,000/인 | 생등심 세트 35,000원/인 | 한우국수전골 28,000원/인 | 육회 25,000원/인 | 매콤갈비찜 25,000원/인 | 한우불고기전골 25,000원/인 | 왕갈비탕 20,000원/인"
강남역,서동한우 강남점,kvZbii0m2VwE,"한우, 드라이에이징",고기,25500,49500,60000,보통,37.4950921,127.0273178,12,"인당 정규화(고기): 메인 9종 1인가 중앙값 33,000원 ×1.5인분 = 49,500원","서동건조숙성 등심&채끝 47,000원/인 | 서동본인립아이스테이크 40,000원/인 | 서동티본스테이크 40,000원/인 | 한우불고기전골 35,000원/인 | 한우국수전골 33,000원/인 | 육회비빔밥 20,000원/인 | 불고기 비빔밥 17,000원/인 | 한우육개장 15,000원/인 | 차돌된장찌개 13,000원/인"
강남역,와인공간,hYPhKZtF6mZR,"와인바, 샴페인",바·주류,,,,메뉴없음,37.4947509,127.027963,0,바·주류 인당 정규화: 메뉴 데이터 없음(추정 보류),
합정역,빠넬로,JSpWFEZBrAsB,화덕피자,웨스턴(양식),30000,33000,38000,보통,37.5494133,126.9190158,23,"인당 정규화(웨스턴(양식)): 메인 23종 1인가 중앙값 33,000원 = 33,000원","블랙트러플 피자 84,000원/인 | 딸리아따 만조 68,000원/인 | 양갈비 스테이크(프렌치랙) 67,000원/인 | 파스타 랍스타 43,000원/인 | 블랙트러플 따야린 38,000원/인 | 마레 38,000원/인 | 뇨끼 라구 제노베제 38,000원/인 | 부라따피자 35,000원/인 | 프로슈토 루꼴라 35,000원/인 | 살시챠 풍기 35,000원/인 | 빠께리 35,000원/인 | 트러플 딸리올리니 33,000원/인 | 모르따델라 33,000원/인 | 옐로우피칸테 32,000원/인 | 디아볼라 살시챠 32,000원/인 | 살시챠 빠따떼 32,000원/인"
합정역,짚불돈,4tPbVrNHU2AN,"삼겹살, 고기집",고기,27500,28800,30500,보통,37.5484344,126.9182358,19,"인당 정규화(고기): 메인 8종 1인가 중앙값 19,200원 ×1.5인분 = 28,800원","짚불 초벌 통 갈매기살 160g 18,900원(160g)→1인180g = 21,300/인 | 짚불 초벌 항정살 180g 20,800원(180g)→1인180g = 20,800/인 | 짚불돈 모둠한판 500g + 찌개 56,000원(500g)→1인180g = 20,200/인 | 짚불 초벌 돼지한판 700g + 찌개 76,000원(700g)→1인180g = 19,500/인 | 짚불초벌 미등겹살 180g 18,900원(180g)→1인180g = 18,900/인 | 프리미엄 불갈비살 180g 18,500원(180g)→1인180g = 18,500/인 | 짚불초벌 삼겹살 180g 17,900원(180g)→1인180g = 17,900/인 | 짚불초벌 목살 180g 17,900원(180g)→1인180g = 17,900/인"
합정역,마담 풍천,YowFb2ExbhbA,"장어, 오마카세",물고기·해산물,43500,55000,62500,보통,37.5476035,126.9174021,4,"인당 정규화(물고기·해산물): 메인 3종 1인가 중앙값 55,000원 = 55,000원","마담풍천 디너 오마카세 70,000원/인 | 풍천장어구이 [단품] 한마리 55,000원/인 | 장어덮밥 정식 32,000원/인"
합정역,우마담,YsOnwmG6yk7w,한우오마카세,고기,141000,148500,156000,낮음(메뉴적음),37.5496055,126.9173303,3,"인당 정규화(고기): 메인 2종 1인가 중앙값 99,000원 ×1.5인분 = 148,500원","우마담 Signature 109,000원/인 | 우마담 Standard 89,000원/인"
합정역,스케쥴 합정,QZeYbJQDe8qu,"파스타, 김치볶음밥",웨스턴(양식),19000,23000,27000,보통,37.5490726,126.9160549,62,"인당 정규화(웨스턴(양식)): 메인 29종 1인가 중앙값 23,000원 = 23,000원","살치살 스테이크(200g) 49,000원/인 | 블랙 트러플 머쉬룸 피자 32,000원/인 | 칠리로스트치킨 30,000원/인 | 블랙 트러플 화이트 라구 29,000원/인 | 차돌 청양 피자 28,000원/인 | 볼로네제 파스타볼 28,000원/인 | [신메뉴] 비프 치즈크림 리조또 27,000원/인 | 타이거쉬림프 비스큐 리조또 27,000원/인 | 페페로니 26,000원/인 | 마르게리따 24,000원/인 | 대파 명란 크림 파스타 24,000원/인 | 고르곤졸라 24,000원/인 | 고르곤 크림 뇨끼 24,000원/인 | 감베리 로제 23,000원/인 | 차돌 대파 떡볶이 23,000원/인 | 베이컨 까르보나라 23,000원/인"
합정역,카밀로 라자네리아 2호점,NxEAOEM1QY24,"뇨끼, 라자냐",웨스턴(양식),21200,23000,29800,보통,37.5525785,126.913376,11,"인당 정규화(웨스턴(양식)): 메인 10종 1인가 중앙값 23,000원 = 23,000원","시그니쳐 프라임등급 부채살 스테이크 42,000원/인 | 비프 스튜 세트 32,000원/인 | 브라자또 디 만조 세트 32,000원/인 | 뜨리빠 리가토니 파스타세트 23,000원/인 | 참나물 페스토와 쭈꾸미 숏파스타 세트 23,000원/인 | 몬타냐 라자냐 세트 23,000원/인 | 에밀리아나 라자냐 세트 22,000원/인 | 깜보라자냐 세트 21,000원/인 | 새우 비스크 먹물 딸라올리니 세트 21,000원/인 | 까로짜튀김(3pcs) 12,000원/인"
합정역,청돈옥,JIgB2Cn03zJ7,"삼겹살, 고기집",고기,27000,36800,41400,보통,37.5519884,126.9196179,20,"인당 정규화(고기): 메인 13종 1인가 중앙값 24,500원 ×1.5인분 = 36,800원","프리미엄 4인세트 142,000원 ÷4인세트 = 35,500/인 | 프리미엄 2인세트 68,000원 ÷2인세트 = 34,000/인 | 프리미엄 3인세트 102,000원 ÷3인세트 = 34,000/인 | 숙성소갈빗살 반판(300g) 46,000원(300g)→1인180g = 27,600/인 | 숙성 토시살 반판(300g) 46,000원(300g)→1인180g = 27,600/인 | 청돈옥 돼지 3인세트 75,000원 ÷3인세트 = 25,000/인 | 청돈옥 돼지 2인세트 49,000원 ÷2인세트 = 24,500/인 | 청돈옥 돼지 4인세트 98,000원 ÷4인세트 = 24,500/인 | 청돈옥 육회 22,000원/인 | 240 숙성삼겹살(150g) 15,000원(150g)→1인180g = 18,000/인 | 240 숙성돈마호크(360g) 36,000원(360g)→1인180g = 18,000/인 | 240 숙성목살(180g) 18,000원(180g)→1인180g = 18,000/인 | 청돈옥 한판(630g) 63,000원(630g)→1인180g = 18,000/인"
합정역,피그바,y5yU9YEI3v9O,"고깃집, 목살",고기,27000,27000,32400,보통,37.5495161,126.9174996,16,"인당 정규화(고기): 메인 5종 1인가 중앙값 18,000원 ×1.5인분 = 27,000원","가브리살(150g) 18,000원(150g)→1인180g = 21,600/인 | 소갈비살(150g) 18,000원(150g)→1인180g = 21,600/인 | 피그삼겹살(170g) 17,000원(170g)→1인180g = 18,000/인 | 피그목살(170g) 17,000원(170g)→1인180g = 18,000/인 | 수제간장 벌집껍데기(150g) 9,000원(150g)→1인180g = 10,800/인"
합정역,목벌,6i0c0qGc0f3e,"한우, 고기집",고기,22100,41200,54000,보통,37.5485949,126.9183503,25,"인당 정규화(고기): 메인 18종 1인가 중앙값 27,500원 ×1.5인분 = 41,200원","목벌 한우 모둠 세트 128,000원/인 | 목벌 한우 차돌박이 육회 세트 79,000원/인 | 목벌 한우 안창살 42,000원/인 | 목벌 한우 눈꽃 살치살 39,000원/인 | 목벌 한우 눈꽃살 37,000원/인 | 목벌 한우 등심 33,000원/인 | 한우 소갈비살 (생/양념) 29,000원/인 | 한우 우설 (일일한정) 29,000원/인 | 목벌 한우 1++ 육사시미 28,000원/인 | 목벌 한우 1++ 육회 27,000원/인 | 목벌 한우 차돌박이 (한정) 22,000원/인 | 한우 1++ 소고기말이 (치즈) 20,000원/인 | 한우 1++ 소고기말이 (쪽파) 20,000원/인 | 한우 육회 비빔밥 13,000원/인 | 돌판 차돌 누룽지 볶음밥 12,000원/인 | 한우 된장 술밥 11,000원/인"
합정역,국제양식,uCCF7hoPtEIf,"양갈비, 양볶음밥",고기,49600,53300,55100,보통,37.5503681,126.9105244,15,"인당 정규화(고기): 메인 4종 1인가 중앙값 35,600원 ×1.5인분 = 53,300원","프리미엄 생양갈비(프랜치랙)180g 39,000원(180g)→1인180g = 39,000/인 | 생양등심180g 36,000원(180g)→1인180g = 36,000/인 | 양념 양갈비살(1일5인한정)200g 39,000원(200g)→1인180g = 35,100/인 | 생양갈비(숄더랙)240g 36,000원(240g)→1인180g = 27,000/인"
합정역,MUU한우다이닝 합정,V07KKUsuIIlO,한우오마카세,고기,126000,141000,167200,보통,37.5492723,126.9186611,4,"인당 정규화(고기): 메인 4종 1인가 중앙값 94,000원 ×1.5인분 = 141,000원","T-BON course(Best💓) 149,000원/인 | M-course (Best💓) 99,000원/인 | Classic course 89,000원/인 | Basic course 69,000원/인"
합정역,자자,hHw1w93M4hh3,중식당,중식,17500,30000,36000,보통,37.5483795,126.9152746,39,"인당 정규화(중식): 메인 35종 1인가 중앙값 30,000원 = 30,000원","동파육 58,000원/인 | 전가복 58,000원/인 | 류산슬 58,000원/인 | 마라삼선 46,000원/인 | 팔보채 46,000원/인 | 누룽지탕 42,000원/인 | 수제 멘보샤 40,000원/인 | 깐풍껍질새우 38,000원/인 | 마라해물냉채 36,000원/인 | 오향장육 36,000원/인 | 칠리중새우 36,000원/인 | 크림중새우 36,000원/인 | 어향육슬 32,000원/인 | 경장육슬 32,000원/인 | 두시기 30,000원/인 | 깐풍육 30,000원/인"
합정역,이치류 홍대본점,y9RhFa4oaJV1,"양갈비, 양고기",고기,48000,48000,49500,보통,37.5506521,126.9191439,10,"인당 정규화(고기): 메인 5종 1인가 중앙값 32,000원 ×1.5인분 = 48,000원","고급 생양갈비 35,000원/인 | 양생살치살 33,000원/인 | 양꽃갈비살 32,000원/인 | 양생등심 32,000원/인 | 램소세지 15,000원/인"
합정역,돼지전 합정점,OS6Sc9K4NT0i,"삼겹살, 고기집",고기,27100,28000,28700,보통,37.5498582,126.9102422,12,"인당 정규화(고기): 메인 6종 1인가 중앙값 18,700원 ×1.5인분 = 28,000원","2인세트 43,000원 ÷2인세트 = 21,500/인 | 누룩발효세겹살160g 17,000원(160g)→1인180g = 19,100/인 | 숙성목살 160g 17,000원(160g)→1인180g = 19,100/인 | 4인모듬세트 73,000원 ÷4인세트 = 18,200/인 | 등겹살(가브리살) 18,000원/인 | 갈매기살 17,000원/인"
합정역,새벽숯불가든,FAB8xkVKqh33,"삼겹살, 흑돼지",고기,21000,30000,31500,보통,37.5503821,126.9105797,8,"인당 정규화(고기): 메인 6종 1인가 중앙값 20,000원 ×1.5인분 = 30,000원","2인세트 흑돼지 450g+모듬야채 44,000원 ÷2인세트 = 22,000/인 | 3인세트 흑돼지 650g+모듬야채 64,000원 ÷3인세트 = 21,300/인 | 오겹살 200그램 20,000원/인 | 목살 200그램 20,000원/인 | 흑돼지된장술밥 12,000원/인 | 흑돼지고추장짜글이 10,000원/인"
합정역,소월옥,BilrNdFoBSUh,"라멘, 온면",일식,10000,10000,10000,낮음(메뉴적음),37.5492607,126.9094917,6,"인당 정규화(일식): 메인 2종 1인가 중앙값 10,000원 = 10,000원","홍면 (紅麺) 10,000원/인 | 온면 (溫麺) 10,000원/인"
합정역,염돈,boO9dOeuXIQB,"삼겹살, 고기집",고기,22500,24000,25500,보통,37.546256,126.916039,10,"인당 정규화(고기): 메인 4종 1인가 중앙값 16,000원 ×1.5인분 = 24,000원","항정살 17,000원/인 | 가브리살 17,000원/인 | 목살 15,000원/인 | 삼겹살 15,000원/인"
합정역,김숙성 합정점,RWMjJN0G3u6z,"고깃집, 한돈",고기,26200,30000,73900,보통,37.549099,126.9166848,18,"인당 정규화(고기): 메인 10종 1인가 중앙값 20,000원 ×1.5인분 = 30,000원","김숙성 차돌 스페셜 96,000원/인 | 김숙성 스페셜1 79,000원/인 | 김숙성 스페셜2 56,000원/인 | 김숙성 투뿔 손차돌 29,000원/인 | 투뿔 한우 육회 21,000원/인 | 김숙성 가브리살 19,000원/인 | 김숙성 꼬들살 19,000원/인 | 김숙성 삼겹살 17,000원/인 | 김숙성 특목살 17,000원/인 | 담백숙성 미나리전 12,000원/인"
합정역,Fringe group seoul,BKRj3gJfCGX9,"칵테일, 칵테일바",바·주류,12800,17000,19800,보통,37.5485581,126.9186787,10,"인당 정규화(바·주류): 메인 10종 1인가 중앙값 17,000원 = 17,000원","베이컨 크림 뇨끼 25,000원/인 | 프린지 쉬림프 25,000원/인 | 모짜렐라치즈 바질 토마토 마리네이드 20,000원/인 | 라구파스타 19,000원/인 | 수제 가라아게 18,000원/인 | 낸시의 깻잎 파스타 16,000원/인 | 칠리콘까르네와 나쵸 15,000원/인 | 트러플감자튀김 12,000원/인 | 맥앤치즈 11,000원/인 | 오늘의 위스키(금토제외) 10,000원/인"
합정역,오마주,77pUEaFT5QE2,"술집, 오돌갈비",바·주류,11500,18000,21000,보통,37.5496443,126.9171745,27,"인당 정규화(바·주류): 메인 19종 1인가 중앙값 18,000원 = 18,000원","마라크림 동파육[시그니처] 32,000원/인 | 오돌갈비[시그니처] 31,000원/인 | 해물크림뽕[미친중독성] 23,000원/인 | 해장토마토탕[감칠맛폭발] 23,000원/인 | 쌀뎅탕[추운날씨딱!] 21,000원/인 | 불토다리 21,000원/인 | 백합조개술찜[깊은국물] 19,000원/인 | 김육회파스타[재방문필수] 18,000원/인 | 부채살크림파스타 18,000원/인 | 새우오일파스타 18,000원/인 | 맥앤드랍[여심저격] 15,000원/인 | 치킨커리누들 15,000원/인 | 닭봉구이 14,000원/인 | 텐더앤포테이토 13,000원/인 | 고로케(6p) 10,000원/인 | 시나몬슈가크래커 10,000원/인"
합정역,퓨전선술집,ptZPAK4l00un,"이자카야, 도미사시미",일식,67500,70000,85000,보통,37.5494842,126.9124381,3,"인당 정규화(일식): 메인 3종 1인가 중앙값 70,000원 = 70,000원","참치 사시미 100,000원/인 | 도미 사시미 70,000원/인 | 광어 사시미 65,000원/인"
합정역,세이코우,WAh3J2oaYT1N,"이자카야, 사케",일식,19000,19000,19000,낮음(인원표기 적음),37.548806,126.9181419,22,"인당(인원표기 평균, 일식): 인원수 적힌 메뉴 1종 ÷인원 평균 = 19,000원","세이코우 2인 사시미 38,000원 ÷2인 = 19,000/인"
합정역,옥돈 홍대점,BEObqYFItUYi,"고깃집, 삼겹살",고기,26000,27000,27000,보통,37.5530974,126.9183495,26,"인당 정규화(고기): 메인 7종 1인가 중앙값 18,000원 ×1.5인분 = 27,000원","5% 옥돈항정살 18,000원/인 | 5% 옥돈가브리살 18,000원/인 | 5% 옥돈목살 18,000원/인 | 5% 옥돈삼겹살 18,000원/인 | 5% 옥돈 A세트(3인)(삼,목,가) 52,000원 ÷3인세트 = 17,300/인 | 5% 옥돈 B세트(3인)(삼,목,항) 52,000원 ÷3인세트 = 17,300/인 | 구수한 우삼겹 된장찌개 9,000원/인"
합정역,핑크솔트 숯불구이,vHZZCJ8nG1JG,"정육식당, 소고기",고기,33800,75600,106600,보통,37.5482744,126.9111538,33,"인당 정규화(고기): 메인 27종 1인가 중앙값 50,400원 ×1.5인분 = 75,600원","한우 안창살 1++No.9(100g) 45,000원(100g)→1인180g = 81,000/인 | 한우 새우살 1++No.9(100g) 45,000원(100g)→1인180g = 81,000/인 | 한우 채끝살 1+Dry(100g) 42,000원(100g)→1인180g = 75,600/인 | 한우 살치살 1++No.9(100g) 42,000원(100g)→1인180g = 75,600/인 | 한우꽃갈비살 1++No.9(100g) 40,000원(100g)→1인180g = 72,000/인 | 한우 치마살 1++No.9(100g) 40,000원(100g)→1인180g = 72,000/인 | 한우 등심 1+Dry(100g) 40,000원(100g)→1인180g = 72,000/인 | 한우 안심 1++No.9 (100g) 39,000원(100g)→1인180g = 70,200/인 | 한우 토시살 1++No.9(100g) 39,000원(100g)→1인180g = 70,200/인 | 한우제비추리 1++No.9(100g) 39,000원(100g)→1인180g = 70,200/인 | 한우 채끝살 1++No.9(100g) 38,000원(100g)→1인180g = 68,400/인 | 한우 등심 1++No.9 (100g) 38,000원(100g)→1인180g = 68,400/인 | 한우 부채살 1++No.9(100g) 30,000원(100g)→1인180g = 54,000/인 | 한우 갈비살 1++No.9(100g) 28,000원(100g)→1인180g = 50,400/인 | LA갈비 34,000원/인 | 한우 버섯 불고기(150g) 전골 27,000원(150g)→1인180g = 32,400/인"
합정역,개나리아구찜 합정직영점,C1d0Gx95Tcl7,"아구찜, 대창",물고기·해산물,17200,24000,29200,보통,37.5498155,126.9171096,22,"인당 정규화(물고기·해산물): 메인 8종 1인가 중앙값 24,000원 = 24,000원","알곤이찜 47,000원/인 | 오리지널 아구찜 45,000원/인 | 시그니처 대창아구찜(2인이상가능) 24,000원/인(N인이상=최소주문, 1인가) | NEW 우삼겹마라아구찜(2인이상가능) 24,000원/인(N인이상=최소주문, 1인가) | 곤이구이 아구찜(2인이상가능) 24,000원/인(N인이상=최소주문, 1인가) | (NEW) 아구강정 18,000원/인 | 김피전(김치피자전) 15,000원/인 | 대게딱지장비빔밥 12,000원/인"
합정역,아웃백 스테이크하우스 합정점,68z759xAtOt5,"스테이크, 투움바",웨스턴(양식),31000,32000,99000,보통,37.5509376,126.9119694,3,"인당 정규화(웨스턴(양식)): 메인 3종 1인가 중앙값 32,000원 = 32,000원","블랙라벨 씨즐링 에디션 166,000원/인 | 오지 포터하우스 (100g 당) 32,000원/인 | 토마호크 (100g 당) 30,000원/인"
합정역,대목,s8P7oEB92CdC,"고깃집, 삼겹살",고기,32000,49000,94500,보통,37.5489368,126.9171895,29,"인당 정규화(고기): 메인 20종 1인가 중앙값 32,700원 ×1.5인분 = 49,000원","No.9 육회 차돌 사시미(일일한정) 99,000원/인 | No.9 새우살 (130g) 68,000원(130g)→1인180g = 94,200/인 | No.9 등심 로스구이 (100g) 42,000원(100g)→1인180g = 75,600/인 | No.9 알등심 (130g) 54,000원(130g)→1인180g = 74,800/인 | No.9 마늘양념 갈비살 (130g) 47,000원(130g)→1인180g = 65,100/인 | No.9 갈비살 (130g) 45,000원(130g)→1인180g = 62,300/인 | 대목 No.9 (550g) 189,000원(550g)→1인180g = 61,900/인 | No.9 육회 (120g) 27,000원(120g)→1인180g = 40,500/인 | No.9 차돌 (130g) 29,000원(130g)→1인180g = 40,200/인 | No.9 차돌 소금김밥(일일한정) 39,000원/인 | 소금양념구이 (130g) 19,000원(130g)→1인180g = 26,300/인 | 항정살 (150g) 21,000원(150g)→1인180g = 25,200/인 | 삼겹살 (150g) 19,000원(150g)→1인180g = 22,800/인 | 목살 (150g) 19,000원(150g)→1인180g = 22,800/인 | 꾸릿살 (150g) 18,000원(150g)→1인180g = 21,600/인 | 大木[대목] 한판 (680g) 78,000원(680g)→1인180g = 20,600/인"
합정역,온리원갈비 합정직영점,8tAVoNXXoWVX,돼지갈비,고기,15000,18000,25400,보통,37.5523443,126.9142175,20,"인당 정규화(고기): 메인 13종 1인가 중앙값 12,000원 ×1.5인분 = 18,000원","육즙 가득 프리미엄 꽃등심(170g) 31,000원(170g)→1인180g = 32,800/인 | 소갈비살 주물럭(200g) 25,000원(200g)→1인180g = 22,500/인 | 쫄깃육즙 프리미엄 소갈비살(170g) 21,000원(170g)→1인180g = 22,200/인 | 두툼바삭 오겹살(170g) 국내산 16,000원(170g)→1인180g = 16,900/인 | 왕갈비탕 15,000원/인 | 시그니처 생갈비(220g) 국내산 16,000원(220g)→1인180g = 13,100/인 | 고등어 구이 정식( 노르웨이산, 대) 12,000원/인 | 시그니처 양념갈비(250g) 국내산 16,000원(250g)→1인180g = 11,500/인 | 철판숯불고기 쌈밥 정식 10,000원/인 | 숯불고기 비빔밥 10,000원/인 | 차돌 된장찌개 10,000원/인 | 버섯 뚝배기 불고기 10,000원/인 | 수제 양념갈비(750g) 밀키트 32,000원(750g)→1인180g = 7,700/인"
합정역,보헴 비스트로,DlmCQ1leags5,"생면파스타, 비스트로",웨스턴(양식),18700,20000,37000,보통,37.5524187,126.9182515,27,"인당 정규화(웨스턴(양식)): 메인 19종 1인가 중앙값 20,000원 = 20,000원","벨베디어 위스키 120,000원/인 | 산토리가쿠빈 위스키 90,000원/인 | 잭다니엘 80,000원/인 | 바비큐폭립 800g 42,800원/인 | 화요41도 42,000원/인 | 일품진로 32,000원/인 | 화요25도 32,000원/인 | 오겹살스테이크 500g 31,900원/인 | 화요17도 25,000원/인 | 콜키지 1병당 20,000원/인 | 감바스 19,000원/인 | 아라비아따 18,900원/인 | 명란파스타 18,900원/인 | 머쉬룸샐러드 18,900원/인 | 까르보나라 18,500원/인 | 봉골레 18,000원/인"
합정역,미트스타킴,U765y4CNKkNs,"고깃집, 오마카세",고기,28300,30100,35100,보통,37.5498937,126.9108488,5,"인당 정규화(고기): 메인 4종 1인가 중앙값 20,100원 ×1.5인분 = 30,100원","1+ 한우 차돌박이 (100g) 17,000원(100g)→1인180g = 30,600/인 | 양갈비(숄더랙)(180g) 21,000원(180g)→1인180g = 21,000/인 | 등심덧살(가브리살) 160g 17,000원(160g)→1인180g = 19,100/인 | 목살 160g 16,000원(160g)→1인180g = 18,000/인"
